EID,WSIN,WSEND,BSIN,BSEND,INCOUNT,ENDCOUNT
179213,1,,,,1,
179214,,,3,2,3,2
179229,,,1,,1,
179264,1,,,,1,
179271,,,1,,1,
179276,2,,,,2,
179282,1,,,,1,
179333,2,,7,1,9,1
179335,,,1,,1,
179376,,,1,1,1,1
179499,9,1,1,,10,1
179512,4,2,1,1,5,3
179559,1,,,,1,
179597,2,,2,2,4,2
179599,,,1,,1,
179602,,,2,2,2,2
179603,,,1,,1,
179631,,,1,,1,
179639,1,,4,,5,
179644,1,1,3,,4,1
179707,,,1,,1,
179730,,,3,,3,
179822,,,1,,1,
179839,2,,,,2,
179875,,,1,,1,
179881,1,,1,,2,
179913,1,,1,,2,
179969,,,1,,1,
179995,,,2,,2,
180011,,,1,,1,
180047,,,3,,3,
180094,2,,1,,3,
180095,4,,22,,26,
180117,,,1,,1,
180141,1,,,,1,
180192,1,,1,,2,
180196,,,1,,1,
180236,1,,,,1,
180249,2,,,,2,
180294,,,2,,2,
180302,,,1,,1,
180315,,,3,,3,
180372,,,1,,1,
180375,4,2,1,1,5,3
180408,1,,,,1,
180442,29,,18,,47,
180480,2,,,,2,
180541,,,1,,1,
180551,,,4,,4,
180591,3,,,,3,
180595,4,1,22,10,26,11
180661,,,1,1,1,1
180692,,,1,,1,
180697,1,,,,1,
180699,,,1,,1,
180712,,,1,,1,
180759,,,1,,1,
180777,,,1,,1,
180782,,,1,1,1,1
180785,,,1,,1,
180788,2,1,,,2,1
180789,1,,,,1,
180866,,,1,,1,
180952,,,1,,1,
180956,,,1,,1,
180958,2,,9,,11,
181098,,,1,,1,
181126,,,1,,1,
181130,,,1,1,1,1
181136,,,1,,1,
181146,,,1,,1,
181148,1,,,,1,
181169,,,1,,1,
181176,1,,,,1,
181214,1,,,,1,
181275,3,,2,,5,
181307,,,1,,1,
181343,,,1,,1,
181391,,,1,,1,
181397,2,,1,,3,
181418,,,1,,1,
181438,,,1,1,1,1
181462,,,1,1,1,1
181519,,,1,1,1,1
181545,1,,3,,4,
181605,,,1,,1,
181612,,,1,1,1,1
181615,,,1,,1,
181620,1,,1,,2,
181623,,,3,,3,
181633,,,2,,2,
181649,1,1,2,,3,1
181658,1,,,,1,
181721,,,1,1,1,1
181748,,,1,,1,
181753,2,,,,2,
181771,1,1,,,1,1
181799,1,,,,1,
181862,,,1,,1,
181937,3,,4,1,7,1
181941,,,1,,1,
181956,1,,,,1,
181964,,,1,,1,
181985,,,2,,2,
182084,,,1,,1,
182088,,,3,,3,
182111,,,6,,6,
182128,1,,2,,3,
182132,2,,,,2,
182196,7,,,,7,
182200,1,,,,1,
182220,,,1,,1,
182235,1,,,,1,
182239,,,1,,1,
182265,,,1,,1,
182294,,,1,,1,
182352,1,1,,,1,1
182365,1,1,,,1,1
182390,3,,4,1,7,1
182422,,,1,1,1,1
182425,,,1,,1,
182431,1,1,1,,2,1
182467,2,1,1,,3,1
182514,,,7,2,7,2
182521,,,1,,1,
182525,5,,1,,6,
182526,,,1,,1,
182534,1,,,,1,
182555,,,1,,1,
182559,,,1,,1,
182573,,,2,,2,
182636,,,1,1,1,1
182675,1,,2,,3,
182692,,,2,,2,
182785,,,1,,1,
182814,,,2,,2,
182835,1,,,,1,
182919,,,1,1,1,1
182931,1,,3,1,4,1
182943,1,1,,,1,1
182978,1,,,,1,
182991,,,1,,1,
183036,1,,1,,2,
183058,1,,,,1,
183070,,,3,,3,
183086,4,,3,,7,
183089,,,1,,1,
183160,,,1,,1,
183184,,,1,,1,
183217,,,1,,1,
183236,,,1,,1,
183248,,,1,,1,
183291,,,1,,1,
183338,,,1,,1,
183359,1,,,,1,
183368,1,,1,,2,
183457,,,3,1,3,1
183462,5,,2,1,7,1
183526,13,,47,1,60,1
183558,,,1,,1,
183607,,,1,,1,
183631,,,1,,1,
183644,,,1,,1,
183653,,,1,,1,
183654,,,1,,1,
183689,,,1,,1,
183759,,,1,,1,
183770,,,1,,1,
183777,,,2,,2,
183787,,,1,,1,
183816,7,1,9,1,16,2
183824,,,1,1,1,1
183838,2,,2,1,4,1
183850,,,1,,1,
183873,1,1,3,3,4,4
183877,1,,,,1,
183879,1,,2,,3,
183922,4,,2,,6,
183933,,,1,,1,
183942,,,1,,1,
183980,1,,,,1,
184011,1,,,,1,
184016,1,,,,1,
184039,1,,,,1,
184046,1,1,,,1,1
184080,,,1,,1,
184082,1,,,,1,
184086,1,,,,1,
184113,1,1,,,1,1
184154,,,1,,1,
184216,1,,,,1,
184240,1,,,,1,
184287,,,1,1,1,1
184303,,,1,,1,
184318,,,2,,2,
184324,,,1,,1,
184340,,,1,,1,
184352,5,,,,5,
184361,,,1,1,1,1
184373,,,2,1,2,1
184415,2,1,,,2,1
184440,,,1,,1,
184509,,,1,1,1,1
184543,1,,1,,2,
184547,,,3,,3,
184554,,,1,1,1,1
184589,,,1,1,1,1
184638,,,2,,2,
184646,,,1,,1,
184670,3,2,,,3,2
184744,1,,,,1,
184829,1,,,,1,
184845,1,,3,,4,
184932,,,2,,2,
184997,1,1,,,1,1
185001,,,1,,1,
185033,1,1,,,1,1
185038,,,1,,1,
185043,1,,,,1,
185047,,,5,,5,
185068,,,1,,1,
185080,1,,,,1,
185218,,,9,,9,
185249,,,1,1,1,1
185253,,,1,,1,
185254,,,2,,2,
185346,,,1,,1,
185368,,,1,,1,
185375,1,,,,1,
185459,,,3,1,3,1
185463,,,6,,6,
185467,,,1,,1,
185501,1,,,,1,
185518,,,110,18,110,18
185539,,,1,1,1,1
185548,,,1,,1,
185646,1,,,,1,
185667,,,2,1,2,1
185720,4,,,,4,
185741,,,1,,1,
185742,1,,,,1,
185755,2,,4,,6,
185765,,,2,1,2,1
185774,1,,,,1,
185791,2,1,2,1,4,2
185896,,,2,,2,
185915,1,,,,1,
185992,,,6,,6,
185995,1,,,,1,
185997,,,1,,1,
186027,5,,,,5,
186042,,,1,,1,
186058,,,1,,1,
186059,,,2,,2,
186097,3,,,,3,
186125,,,1,,1,
186150,1,,,,1,
186152,,,1,,1,
186154,,,1,1,1,1
186196,,,1,,1,
186256,,,2,,2,
186287,,,1,,1,
186321,,,10,,10,
186366,1,,,,1,
186367,,,1,,1,
186371,1,,,,1,
186437,1,1,,,1,1
186497,,,4,,4,
186526,,,14,,14,
186529,2,,,,2,
186541,3,,,,3,
186627,,,1,,1,
186643,1,,,,1,
186672,,,1,,1,
186687,1,,,,1,
186695,,,1,,1,
186698,1,,,,1,
186707,2,,2,,4,
186714,,,1,,1,
186743,,,2,,2,
186766,,,1,,1,
186793,3,1,3,,6,1
186799,1,,3,,4,
186805,1,,2,,3,
186807,1,,,,1,
186833,,,1,,1,
186875,1,,1,,2,
186907,1,,5,1,6,1
186926,2,,5,,7,
186932,,,1,,1,
186938,3,,3,,6,
186959,1,1,,,1,1
187006,1,,,,1,
187090,2,,,,2,
187099,1,1,,,1,1
187272,,,2,,2,
187287,2,,,,2,
187309,1,,,,1,
187338,,,1,,1,
187349,4,,2,,6,
187407,1,,,,1,
187421,,,1,,1,
187434,,,1,,1,
187448,,,3,1,3,1
187457,,,3,,3,
187458,3,,1,,4,
187460,2,,,,2,
187508,,,2,1,2,1
187519,1,1,1,,2,1
187521,,,1,,1,
187570,,,1,,1,
187589,,,2,1,2,1
187615,,,1,,1,
187641,1,,1,,2,
187673,,,2,,2,
187679,,,1,,1,
187727,,,2,,2,
187736,2,,,,2,
187754,1,,,,1,
187774,2,,,,2,
187835,1,,7,,8,
187837,2,,1,,3,
187840,,,2,,2,
187854,1,,2,,3,
187865,1,,4,,5,
187879,2,,,,2,
187951,1,1,,,1,1
188037,1,,,,1,
188052,2,,,,2,
188103,2,,,,2,
188122,,,1,,1,
188124,2,,,,2,
188133,,,1,,1,
188174,,,2,,2,
188336,3,2,,,3,2
188383,1,,,,1,
188394,1,,,,1,
188404,,,1,,1,
188430,,,2,2,2,2
188512,,,1,,1,
188523,1,,,,1,
188550,,,7,,7,
188558,5,5,6,3,11,8
188566,1,,,,1,
188713,3,1,4,1,7,2
188753,,,2,,2,
188757,,,6,,6,
188769,1,,,,1,
188784,1,,,,1,
188803,,,1,1,1,1
188816,1,,,,1,
188844,1,,1,,2,
188847,6,2,1,,7,2
188848,,,3,,3,
188862,,,1,,1,
188989,3,1,1,,4,1
189011,1,,1,,2,
189015,,,1,,1,
189017,,,1,,1,
189023,1,1,,,1,1
189145,4,,,,4,
189173,1,,,,1,
189184,1,,1,,2,
189198,,,1,,1,
189205,,,4,2,4,2
189245,,,1,,1,
189246,,,1,,1,
189293,,,11,,11,
189368,1,,1,,2,
189371,6,,5,4,11,4
189375,1,,,,1,
189377,,,5,,5,
189392,,,1,,1,
189431,,,4,1,4,1
189453,,,1,,1,
189458,,,8,3,8,3
189467,,,1,,1,
189471,1,,,,1,
189481,2,,6,,8,
189534,,,3,1,3,1
189540,2,,,,2,
189605,,,1,,1,
189627,3,,17,2,20,2
189645,,,1,,1,
189686,,,1,,1,
189788,3,,8,2,11,2
189892,,,1,,1,
189902,,,1,,1,
189915,,,1,,1,
189932,,,1,1,1,1
189938,,,2,,2,
189939,,,1,1,1,1
189987,,,1,,1,
190016,2,2,,,2,2
190017,,,1,,1,
190071,,,1,,1,
190143,,,1,,1,
190202,1,,1,,2,
190235,1,,,,1,
190277,1,,,,1,
190290,1,,,,1,
190299,,,4,2,4,2
190307,,,1,1,1,1
190314,,,1,,1,
190320,,,3,,3,
190321,1,,1,,2,
190392,3,2,,,3,2
190403,,,1,,1,
190411,1,,,,1,
190429,,,4,,4,
190447,,,4,,4,
190453,2,1,3,,5,1
190455,,,1,,1,
190554,,,1,,1,
190620,,,1,,1,
190710,1,1,1,,2,1
190714,5,,2,1,7,1
190736,,,1,,1,
190750,1,1,,,1,1
190757,,,1,,1,
190825,,,1,,1,
190836,,,1,,1,
190838,,,1,,1,
190905,4,,,,4,
190920,1,,,,1,
190942,,,1,,1,
190971,,,2,1,2,1
191003,,,1,,1,
191090,,,1,,1,
191147,,,1,,1,
191159,1,,,,1,
191224,2,1,,,2,1
191275,1,,,,1,
191351,3,,1,,4,
191439,1,,,,1,
191445,1,,,,1,
191480,,,3,,3,
191531,3,,,,3,
191539,2,,1,,3,
191546,2,,1,,3,
191563,,,1,,1,
191593,1,,,,1,
191598,,,1,,1,
191620,,,1,,1,
191669,,,2,,2,
191703,,,1,,1,
191716,6,,2,,8,
191735,,,1,1,1,1
191741,11,4,7,1,18,5
191759,,,1,,1,
191767,,,1,1,1,1
191841,1,,1,,2,
191869,23,,,,23,
191870,,,1,,1,
191880,,,1,,1,
191909,,,1,,1,
191985,,,1,,1,
192010,1,,,,1,
192022,,,3,,3,
192048,1,,1,1,2,1
192094,2,,1,,3,
192097,2,1,1,,3,1
192148,,,1,,1,
192165,5,5,7,1,12,6
192216,1,,,,1,
192244,,,1,,1,
192258,21,2,2,,23,2
192281,1,1,1,,2,1
192286,,,1,,1,
192296,,,2,1,2,1
192333,,,4,,4,
192338,2,,1,,3,
192376,1,1,,,1,1
192445,,,2,1,2,1
192448,,,1,,1,
192451,1,,1,,2,
192508,,,1,,1,
192612,1,,1,,2,
192644,,,1,,1,
192646,1,1,1,1,2,2
192653,2,2,,,2,2
192654,4,,7,,11,
192671,,,6,,6,
192680,1,,,,1,
192707,5,,1,,6,
192716,,,1,,1,
192719,1,,1,1,2,1
192725,1,,4,2,5,2
192787,,,1,,1,
192859,,,2,,2,
192929,,,1,,1,
192937,,,1,,1,
192948,,,1,,1,
192977,4,,,,4,
192982,,,1,,1,
192992,4,2,1,,5,2
193007,,,2,,2,
193068,,,1,,1,
193072,,,1,,1,
193074,1,,,,1,
193163,1,,,,1,
193250,3,,3,,6,
193308,,,1,,1,
193344,3,,,,3,
193385,,,1,1,1,1
193387,,,1,,1,
193431,2,,,,2,
193446,,,1,,1,
193484,,,1,,1,
193494,,,2,1,2,1
193498,,,2,1,2,1
193521,3,,,,3,
193522,,,1,,1,
193567,1,,,,1,
193605,2,,1,,3,
193608,,,1,,1,
193628,,,1,,1,
193641,1,,,,1,
193659,2,,1,,3,
193677,1,,,,1,
193684,1,,,,1,
193694,,,1,,1,
193695,1,,,,1,
193700,,,1,,1,
193717,,,2,,2,
193736,3,1,1,,4,1
193777,7,,,,7,
193803,,,2,,2,
193804,,,1,,1,
193828,1,,4,,5,
193845,1,,,,1,
193887,6,,6,,12,
193918,,,1,1,1,1
193920,,,1,,1,
193940,1,,,,1,
193946,,,1,,1,
193948,6,,4,1,10,1
193966,,,1,,1,
193997,2,,,,2,
194002,,,1,,1,
194004,,,1,1,1,1
194007,,,2,,2,
194060,1,,,,1,
194068,1,1,1,1,2,2
194144,1,,,,1,
194161,,,1,1,1,1
194185,1,,2,,3,
194207,1,,,,1,
194215,1,,1,1,2,1
194217,,,1,,1,
194248,1,,,,1,
194269,1,1,,,1,1
194286,,,1,,1,
194377,,,1,,1,
194414,,,1,,1,
194444,,,1,,1,
194480,1,,,,1,
194487,,,1,1,1,1
194531,1,1,,,1,1
194585,,,1,,1,
194604,1,1,,,1,1
194621,,,1,,1,
194699,9,,4,,13,
194730,1,,,,1,
194743,7,4,2,1,9,5
194875,,,5,,5,
194892,,,17,2,17,2
194955,,,1,,1,
194983,1,,2,,3,
195011,,,1,,1,
195036,,,1,,1,
195059,3,2,1,,4,2
195075,1,,,,1,
195128,,,1,,1,
195131,,,1,1,1,1
195165,1,,,,1,
195167,,,1,,1,
195180,8,1,6,1,14,2
195185,1,,,,1,
195193,,,1,1,1,1
195206,,,3,,3,
195257,2,,,,2,
195258,1,,,,1,
195264,2,1,2,,4,1
195268,,,1,,1,
195294,,,3,,3,
195298,5,,1,,6,
195323,1,,,,1,
195353,,,3,,3,
195368,1,,1,,2,
195404,1,,,,1,
195412,,,1,,1,
195427,1,,5,,6,
195430,1,,,,1,
195527,3,,1,,4,
195531,,,1,,1,
195538,,,1,,1,
195545,,,2,,2,
195547,,,1,,1,
195574,,,1,1,1,1
195594,,,1,,1,
195622,,,1,,1,
195671,,,1,1,1,1
195778,,,1,1,1,1
195810,,,1,,1,
195826,,,4,,4,
195930,,,1,,1,
195980,,,2,,2,
196010,,,1,,1,
196034,,,3,,3,
196055,1,,1,1,2,1
196168,,,1,,1,
196199,,,5,,5,
196248,1,,,,1,
196253,1,,,,1,
196283,1,,2,,3,
196298,,,1,,1,
196318,,,1,,1,
196394,1,,,,1,
196441,1,,,,1,
196454,,,1,,1,
196498,2,1,,,2,1
196505,2,,,,2,
196508,,,1,,1,
196522,,,1,,1,
196534,,,1,1,1,1
196559,1,,,,1,
196583,,,3,1,3,1
196658,,,3,,3,
196666,,,1,,1,
196690,1,,,,1,
196693,,,1,,1,
196713,1,,,,1,
196734,,,1,,1,
196809,1,1,1,1,2,2
196818,,,2,,2,
196853,5,,,,5,
196854,2,,,,2,
196865,,,2,,2,
196872,,,1,,1,
196912,1,,,,1,
196923,5,,7,,12,
196949,,,1,1,1,1
196963,,,1,,1,
197055,,,1,,1,
197100,4,,3,,7,
197157,1,1,,,1,1
197212,,,1,,1,
197246,1,,1,,2,
197342,1,,,,1,
197348,1,,,,1,
197364,2,,,,2,
197383,,,5,1,5,1
197465,1,,1,,2,
197468,,,1,,1,
197513,,,1,,1,
197528,3,,1,,4,
197531,1,,1,1,2,1
197536,,,1,,1,
197577,,,2,,2,
197663,,,1,,1,
197666,1,,,,1,
197668,,,1,,1,
197685,,,1,1,1,1
197694,1,,,,1,
197699,,,1,,1,
197766,2,,1,,3,
197841,,,2,,2,
197859,,,1,,1,
197885,1,,,,1,
197969,1,,,,1,
197972,2,,,,2,
197980,,,2,,2,
197994,,,1,,1,
198000,1,,,,1,
198002,,,2,,2,
198014,7,5,5,,12,5
198034,6,4,2,,8,4
198072,,,2,,2,
198107,1,1,,,1,1
198115,,,2,,2,
198120,,,1,,1,
198128,1,,,,1,
198130,,,1,,1,
198156,,,3,2,3,2
198178,1,,,,1,
198196,4,1,,,4,1
198217,1,,,,1,
198304,2,,,,2,
198318,,,1,,1,
198353,1,1,,,1,1
198480,,,1,,1,
198493,1,,2,,3,
198505,,,1,,1,
198582,,,1,1,1,1
198599,2,,4,,6,
198694,2,1,,,2,1
198750,,,1,,1,
198759,1,,,,1,
198767,2,,1,,3,
198801,1,,,,1,
198802,78,8,3,,81,8
198815,,,1,1,1,1
198827,1,1,,,1,1
198841,,,1,,1,
198843,3,1,3,3,6,4
198897,1,1,,,1,1
198914,1,,,,1,
198945,,,1,,1,
199008,,,1,,1,
199026,1,,,,1,
199050,,,1,1,1,1
199062,,,1,,1,
199073,2,,,,2,
199109,,,1,,1,
199135,2,,,,2,
199152,,,1,,1,
199227,,,1,,1,
199228,1,1,,,1,1
199286,10,,,,10,
199328,1,1,,,1,1
199370,,,1,,1,
199389,1,,,,1,
199436,,,1,,1,
199549,,,1,1,1,1
199580,,,1,1,1,1
199605,,,1,,1,
199694,1,,,,1,
199697,,,2,,2,
199718,1,,,,1,
199721,5,,3,,8,
199749,,,1,,1,
199769,1,,,,1,
199785,4,3,3,2,7,5
199786,,,1,1,1,1
199812,,,1,,1,
199831,2,1,1,1,3,2
199873,2,,,,2,
199881,42,1,26,,68,1
199976,1,,,,1,
200016,,,2,,2,
200046,,,2,,2,
200059,,,1,,1,
200097,3,2,3,,6,2
200180,1,,,,1,
200209,2,,1,,3,
200260,1,1,2,,3,1
200266,,,2,2,2,2
200338,1,,3,,4,
200341,,,2,,2,
200365,,,1,1,1,1
200367,,,2,,2,
200436,1,1,,,1,1
200447,,,3,3,3,3
200466,1,,5,1,6,1
200546,,,1,,1,
200552,,,1,,1,
200616,,,1,,1,
200671,,,3,1,3,1
200679,,,1,,1,
200714,1,1,,,1,1
200783,,,1,,1,
200787,1,,1,,2,
200838,2,,,,2,
200845,1,1,2,1,3,2
200880,,,1,,1,
200886,4,2,,,4,2
200946,5,,,,5,
200972,1,,,,1,
200980,1,1,,,1,1
201039,1,,2,,3,
201063,,,1,,1,
201074,,,5,2,5,2
201102,3,,3,1,6,1
201115,1,1,,,1,1
201123,1,1,,,1,1
201139,1,1,,,1,1
201142,,,9,,9,
201147,,,1,,1,
201148,,,1,1,1,1
201152,,,2,,2,
201154,1,1,,,1,1
201167,,,1,,1,
201169,,,1,,1,
201178,17,11,4,4,21,15
201195,1,,,,1,
201229,,,1,,1,
201231,2,,,,2,
201338,,,11,7,11,7
201344,4,1,2,,6,1
201461,,,1,,1,
201466,,,1,,1,
201477,1,,,,1,
201490,,,2,1,2,1
201526,,,1,,1,
201565,1,1,1,1,2,2
201604,1,1,,,1,1
201613,1,,1,,2,
201635,9,3,2,,11,3
201645,,,1,,1,
201647,1,,,,1,
201649,,,3,1,3,1
201673,1,,,,1,
201674,9,3,10,3,19,6
201758,,,2,,2,
201775,,,2,1,2,1
201785,,,1,,1,
201804,4,1,1,,5,1
201891,,,1,,1,
201912,,,2,,2,
201916,,,1,,1,
201955,,,1,,1,
202039,1,,,,1,
202049,1,1,,,1,1
202052,,,1,,1,
202077,1,,,,1,
202106,4,,3,,7,
202108,,,1,,1,
202115,,,17,,17,
202204,8,,2,,10,
202227,1,,,,1,
202279,,,2,,2,
202281,1,,6,,7,
202283,,,1,1,1,1
202305,1,1,,,1,1
202347,,,1,,1,
202429,,,1,,1,
202490,,,1,,1,
202553,,,1,,1,
202554,,,3,,3,
202637,,,2,,2,
202703,,,2,,2,
202707,,,1,,1,
202720,,,1,,1,
202726,,,2,,2,
202736,,,1,,1,
202747,1,,,,1,
202791,1,,,,1,
202793,1,,1,,2,
202800,7,,18,,25,
202818,1,,,,1,
202829,,,2,2,2,2
202846,2,,1,,3,
202853,,,1,,1,
202923,,,3,,3,
202925,1,,,,1,
202931,1,,,,1,
202960,1,,,,1,
202975,1,,3,,4,
202979,,,1,,1,
203019,,,4,,4,
203032,,,1,1,1,1
203039,23,1,9,1,32,2
203053,1,,,,1,
203081,1,,2,,3,
203115,5,,,,5,
203140,,,2,,2,
203161,1,1,,,1,1
203254,,,1,,1,
203290,1,,,,1,
203305,1,,,,1,
203318,1,,,,1,
203383,8,7,7,2,15,9
203393,1,,,,1,
203417,2,,3,,5,
203440,,,1,,1,
203445,1,,,,1,
203493,1,,,,1,
203497,,,1,,1,
203507,3,,3,,6,
203509,,,1,,1,
203516,,,1,,1,
203537,38,6,13,,51,6
203616,1,,,,1,
203624,2,,,,2,
203642,,,2,,2,
203699,,,1,,1,
203721,2,,,,2,
203736,2,,,,2,
203758,3,1,10,6,13,7
203838,3,2,,,3,2
203883,1,,,,1,
203892,,,1,,1,
203904,,,1,,1,
203908,,,1,,1,
203926,,,1,1,1,1
203937,1,,,,1,
203952,2,,,,2,
204027,,,1,,1,
204043,,,1,1,1,1
204081,,,1,,1,
204104,,,1,,1,
204120,,,1,,1,
204133,,,18,4,18,4
204147,1,,,,1,
204192,2,,,,2,
204224,,,2,1,2,1
204277,2,2,,,2,2
204278,,,1,,1,
204285,,,1,,1,
204295,2,1,,,2,1
204302,1,,,,1,
204311,1,,,,1,
204356,,,1,,1,
204378,,,1,,1,
204448,1,,,,1,
204524,,,1,,1,
204599,1,,,,1,
204615,,,2,,2,
204627,1,,,,1,
204729,2,,9,,11,
204743,,,1,,1,
204783,1,,1,,2,
204789,,,5,,5,
204800,1,,,,1,
204812,1,,,,1,
204862,,,7,,7,
204895,,,1,,1,
204903,1,,,,1,
204910,,,1,,1,
204940,,,1,,1,
205002,,,2,,2,
205074,,,2,,2,
205112,,,1,,1,
205120,,,2,,2,
205166,4,,3,,7,
205173,,,1,,1,
205174,,,1,,1,
205194,,,1,,1,
205204,2,,,,2,
205278,,,13,1,13,1
205387,1,,1,,2,
205389,1,,,,1,
205427,,,2,1,2,1
205510,1,,,,1,
205527,,,1,,1,
205539,,,1,,1,
205602,,,2,,2,
205624,,,1,,1,
205704,,,1,,1,
205759,,,5,,5,
205761,1,1,5,2,6,3
205791,,,1,,1,
205821,,,1,,1,
205890,,,1,,1,
205891,,,1,,1,
205892,,,1,,1,
205922,,,1,,1,
205974,,,1,,1,
206033,1,,,,1,
206059,,,1,,1,
206074,5,,,,5,
206123,1,1,,,1,1
206152,,,1,,1,
206159,2,,1,,3,
206250,,,1,,1,
206257,1,,3,,4,
206270,1,1,,,1,1
206281,,,1,,1,
206286,,,1,,1,
206291,,,1,,1,
206385,1,,2,,3,
206403,,,1,,1,
206494,14,6,2,,16,6
206613,,,2,,2,
206626,2,1,,,2,1
206692,,,1,,1,
206751,1,,,,1,
206755,,,1,,1,
206767,6,,5,,11,
206787,2,,3,,5,
206801,,,2,,2,
206848,,,1,,1,
206874,2,2,1,,3,2
206899,,,2,1,2,1
206908,1,,1,,2,
206956,,,16,3,16,3
206975,,,1,,1,
206988,1,,1,,2,
207003,4,,,,4,
207008,1,,,,1,
207068,4,4,,,4,4
207075,,,1,1,1,1
207094,,,1,1,1,1
207152,,,1,,1,
207184,,,1,,1,
207199,,,1,,1,
207210,,,2,,2,
207256,3,1,,,3,1
207293,,,2,,2,
207363,,,4,,4,
207373,1,,,,1,
207402,2,1,,,2,1
207442,,,3,1,3,1
207472,,,1,,1,
207481,1,,,,1,
207496,,,1,,1,
207517,,,1,,1,
207582,,,2,,2,
207604,,,1,1,1,1
207608,,,1,,1,
207636,,,1,,1,
207732,,,1,1,1,1
207786,,,1,,1,
207837,,,1,,1,
207881,17,6,7,1,24,7
207882,1,,,,1,
207883,2,1,,,2,1
207909,2,,4,,6,
207911,2,1,1,1,3,2
207929,1,,,,1,
207936,3,,,,3,
207937,1,1,,,1,1
207945,1,,,,1,
207959,,,2,,2,
207971,2,,1,,3,
207988,,,1,1,1,1
207993,1,,,,1,
208013,,,1,,1,
208021,3,2,2,,5,2
208026,,,1,,1,
208051,,,1,,1,
208094,,,1,,1,
208095,,,4,,4,
208098,1,,,,1,
208168,4,3,1,1,5,4
208184,,,1,,1,
208192,,,17,3,17,3
208198,,,1,,1,
208219,,,1,,1,
208232,1,,,,1,
208250,1,1,,,1,1
208261,,,1,,1,
208319,4,,6,,10,
208334,1,1,1,1,2,2
208336,18,2,2,,20,2
208360,1,,4,2,5,2
208379,2,,4,,6,
208392,1,,,,1,
208393,,,2,,2,
208494,,,1,1,1,1
208504,1,1,,,1,1
208524,1,,,,1,
208557,1,,,,1,
208562,1,1,,,1,1
208591,,,1,1,1,1
208614,,,2,1,2,1
208625,,,1,,1,
208649,,,5,,5,
208675,8,6,2,1,10,7
208677,,,1,,1,
208678,,,1,,1,
208706,1,,,,1,
208720,,,2,2,2,2
208735,1,1,3,3,4,4
208770,1,1,1,,2,1
208780,,,1,,1,
208814,,,1,,1,
208819,,,1,1,1,1
208857,,,1,,1,
208871,,,1,,1,
208903,1,,,,1,
208933,1,,1,,2,
208939,7,,,,7,
208965,,,1,,1,
209066,2,,,,2,
209086,,,1,,1,
209101,,,1,,1,
209122,1,1,,,1,1
209154,,,2,,2,
209213,,,1,,1,
209246,1,1,,,1,1
209263,1,,,,1,
209265,8,3,13,4,21,7
209326,,,1,1,1,1
209347,1,,,,1,
209354,1,,,,1,
209372,,,1,,1,
209383,,,2,,2,
209420,,,16,5,16,5
209451,,,1,,1,
209510,2,,,,2,
209559,1,,,,1,
209565,1,,,,1,
209617,1,,,,1,
209687,1,,,,1,
209726,1,1,,,1,1
209733,1,,,,1,
209757,,,1,,1,
209765,1,,,,1,
209826,4,,,,4,
209863,,,1,1,1,1
209868,1,,1,,2,
209932,,,1,,1,
209954,,,2,,2,
209971,,,1,,1,
209985,1,,,,1,
210014,,,1,,1,
210026,2,,1,,3,
210063,,,1,1,1,1
210093,1,,,,1,
210095,1,,,,1,
210139,1,,,,1,
210173,2,,1,,3,
210208,1,,,,1,
210217,10,4,,,10,4
210225,,,1,,1,
210236,,,1,1,1,1
210248,2,,,,2,
210271,2,,1,,3,
210301,,,1,,1,
210321,3,,,,3,
210456,1,,,,1,
210474,,,6,2,6,2
210485,,,2,,2,
210515,,,1,,1,
210537,4,,,,4,
210577,1,,,,1,
210616,,,3,2,3,2
210657,3,,2,,5,
210663,,,1,,1,
210718,,,1,,1,
210750,,,1,,1,
210772,1,,,,1,
210813,,,1,,1,
210818,1,1,1,1,2,2
210822,1,,1,1,2,1
210839,,,2,1,2,1
210870,,,2,,2,
210904,,,1,,1,
210968,1,,,,1,
211021,1,,3,,4,
211042,,,1,,1,
211065,1,1,,,1,1
211068,,,1,,1,
211090,1,,1,,2,
211099,,,1,,1,
211117,1,,,,1,
211182,,,1,,1,
211186,,,1,,1,
211196,1,1,1,,2,1
211222,,,1,1,1,1
211226,2,,,,2,
211253,,,1,1,1,1
211283,,,1,1,1,1
211301,1,,,,1,
211302,3,,,,3,
211314,,,1,,1,
211342,1,,3,,4,
211360,,,4,,4,
211370,3,1,,,3,1
211371,1,,1,,2,
211407,1,,,,1,
211416,7,,3,,10,
211449,,,2,,2,
211455,,,2,,2,
211460,,,1,,1,
211467,1,,,,1,
211475,,,3,1,3,1
211526,1,,1,,2,
211561,15,,20,,35,
211586,2,2,2,1,4,3
211602,2,,,,2,
211610,,,1,,1,
211634,2,1,,,2,1
211638,1,,,,1,
211708,,,3,3,3,3
211762,,,1,,1,
211779,,,1,,1,
211902,1,,,,1,
211925,,,4,4,4,4
211939,,,1,,1,
211965,1,,,,1,
211967,,,2,,2,
211992,,,1,,1,
212019,,,1,,1,
212051,,,2,,2,
212057,1,1,,,1,1
212067,1,,,,1,
212068,,,1,,1,
212103,,,1,,1,
212135,,,2,,2,
212151,,,1,,1,
212159,,,1,,1,
212161,,,2,2,2,2
212274,,,2,,2,
212317,1,,1,,2,
212321,1,,1,,2,
212325,,,2,,2,
212342,,,1,1,1,1
212354,,,1,,1,
212355,6,1,2,1,8,2
212372,,,1,,1,
