EID,change_number,found_change_number,if_change,if_found_change,found_diff,if_found_up
270018,2,0,1,0,,0
270147,3,0,1,0,,0
270796,4,1,1,1,400.0,1
271289,3,0,1,0,,0
271332,1,0,1,0,,0
271702,2,0,1,0,,0
271886,12,1,1,1,500.0,1
271984,3,0,1,0,,0
272195,1,0,1,0,,0
272199,1,0,1,0,,0
272456,2,0,1,0,,0
272582,5,1,1,1,150.0,1
272675,3,2,1,1,94.0,1
272761,1,0,1,0,,0
272834,1,0,1,0,,0
273068,1,0,1,0,,0
273245,9,1,1,1,200.0,1
273412,3,1,1,1,1950.0,1
273471,7,1,1,1,7000.0,1
273546,2,1,1,1,225.45,1
273712,1,0,1,0,,0
273911,3,0,1,0,,0
274154,3,2,1,1,2000.0,1
274171,1,0,1,0,,0
274271,4,0,1,0,,0
274313,1,0,1,0,,0
274584,1,0,1,0,,0
274615,6,0,1,0,,0
275096,3,0,1,0,,0
275323,7,0,1,0,,0
275328,1,0,1,0,,0
275395,1,0,1,0,,0
275631,1,0,1,0,,0
275741,6,2,1,1,6.0,1
275759,2,0,1,0,,0
276066,1,0,1,0,,0
276148,2,2,1,1,750.0,1
276299,1,0,1,0,,0
276481,7,0,1,0,,0
276630,5,1,1,1,4800.0,1
277052,4,0,1,0,,0
278018,2,0,1,0,,0
278074,2,0,1,0,,0
278214,6,1,1,1,950.0,1
278253,5,1,1,1,100.0,1
278277,1,0,1,0,,0
278727,4,1,1,1,70.0,1
278847,1,0,1,0,,0
279124,1,0,1,0,,0
279211,4,0,1,0,,0
279255,4,0,1,0,,0
279290,6,0,1,0,,0
279291,1,0,1,0,,0
279443,9,0,1,0,,0
279904,8,0,1,0,,0
279928,6,2,1,1,4000.0,1
280407,3,1,1,1,900.0,1
280791,1,0,1,0,,0
280799,4,0,1,0,,0
280899,4,0,1,0,,0
281018,1,0,1,0,,0
281102,1,0,1,0,,0
281291,1,0,1,0,,0
281538,2,0,1,0,,0
281664,1,0,1,0,,0
281798,8,0,1,0,,0
281859,3,0,1,0,,0
281872,1,0,1,0,,0
281953,1,0,1,0,,0
282084,4,1,1,1,2000.0,1
282093,4,0,1,0,,0
282106,12,0,1,0,,0
282202,4,0,1,0,,0
282212,2,0,1,0,,0
282425,3,0,1,0,,0
282717,1,0,1,0,,0
282741,2,0,1,0,,0
282951,1,0,1,0,,0
283086,1,0,1,0,,0
283135,1,0,1,0,,0
283798,2,0,1,0,,0
284504,1,1,1,1,450.0,1
284704,11,2,1,1,5994.0,1
284893,4,0,1,0,,0
285294,1,0,1,0,,0
285299,1,0,1,0,,0
285417,1,1,1,1,190.0,1
285581,1,1,1,1,400.0,1
285974,1,0,1,0,,0
286073,2,0,1,0,,0
286098,3,0,1,0,,0
286161,2,0,1,0,,0
286299,5,0,1,0,,0
286344,3,0,1,0,,0
286486,3,0,1,0,,0
286888,2,0,1,0,,0
287105,2,0,1,0,,0
287363,1,0,1,0,,0
287567,12,1,1,1,97.0,1
287802,2,0,1,0,,0
287851,2,1,1,1,475.0,1
287940,4,0,1,0,,0
288225,7,1,1,1,40.0,1
288340,1,0,1,0,,0
288940,1,0,1,0,,0
288942,3,2,1,1,200.0,1
289048,2,0,1,0,,0
289215,2,0,1,0,,0
289511,3,1,1,1,1500.0,1
289622,5,0,1,0,,0
290514,1,1,1,1,130.0,1
290781,1,0,1,0,,0
290982,7,2,1,1,6.0,1
291038,1,0,1,0,,0
291699,1,0,1,0,,0
291766,1,0,1,0,,0
291959,1,0,1,0,,0
292017,1,0,1,0,,0
292370,3,0,1,0,,0
292381,9,3,1,1,2600.0,1
292557,2,0,1,0,,0
293253,3,0,1,0,,0
293333,1,0,1,0,,0
293389,2,0,1,0,,0
293761,1,0,1,0,,0
293863,2,1,1,1,100.0,1
294020,1,0,1,0,,0
294259,8,1,1,1,-22.269999999999982,-1
294684,2,0,1,0,,0
294930,7,0,1,0,,0
294963,2,0,1,0,,0
295245,2,2,1,1,40.0,1
295271,2,0,1,0,,0
295577,2,1,1,1,50.0,1
295613,1,1,1,1,270.0,1
295844,1,0,1,0,,0
296010,1,0,1,0,,0
296098,2,0,1,0,,0
296221,4,1,1,1,800.0,1
296251,2,1,1,1,197.0,1
296485,3,0,1,0,,0
296512,4,0,1,0,,0
296613,2,0,1,0,,0
296660,4,0,1,0,,0
296697,1,0,1,0,,0
296815,1,0,1,0,,0
297456,2,0,1,0,,0
297534,3,1,1,1,90.0,1
297670,1,0,1,0,,0
297941,5,1,1,1,848.0,1
298179,1,0,1,0,,0
298397,2,1,1,1,50.0,1
299101,1,0,1,0,,0
299395,5,1,1,1,-900.0,-1
299645,1,0,1,0,,0
299654,4,1,1,1,4500.8,1
299816,5,0,1,0,,0
299884,6,0,1,0,,0
299895,1,0,1,0,,0
300098,1,0,1,0,,0
300196,1,1,1,1,90.0,1
300232,1,0,1,0,,0
300428,4,0,1,0,,0
300507,6,0,1,0,,0
300542,3,0,1,0,,0
300553,1,0,1,0,,0
300576,6,1,1,1,1950.0,1
301016,1,0,1,0,,0
301612,1,0,1,0,,0
301681,1,0,1,0,,0
302573,2,0,1,0,,0
302614,1,0,1,0,,0
302683,7,0,1,0,,0
302791,2,0,1,0,,0
303199,32,0,1,0,,0
303298,1,0,1,0,,0
303299,2,0,1,0,,0
303677,4,0,1,0,,0
303838,3,0,1,0,,0
304249,4,1,1,1,-33.0,-1
304885,1,0,1,0,,0
304902,3,0,1,0,,0
304965,1,0,1,0,,0
305037,2,0,1,0,,0
305196,1,0,1,0,,0
305302,3,2,1,1,180.0,1
305673,4,0,1,0,,0
305897,5,3,1,1,32040.0,1
305962,2,0,1,0,,0
306155,3,0,1,0,,0
306280,1,0,1,0,,0
306361,2,0,1,0,,0
306591,2,0,1,0,,0
306740,3,0,1,0,,0
307456,1,0,1,0,,0
307607,1,0,1,0,,0
307624,1,0,1,0,,0
307914,5,0,1,0,,0
307967,1,0,1,0,,0
308252,1,0,1,0,,0
308329,1,0,1,0,,0
308447,1,0,1,0,,0
308531,1,0,1,0,,0
308629,1,0,1,0,,0
308751,4,2,1,1,1400.0,1
308766,1,0,1,0,,0
308785,1,0,1,0,,0
309111,2,0,1,0,,0
309318,1,0,1,0,,0
309368,3,0,1,0,,0
309540,5,0,1,0,,0
309642,4,0,1,0,,0
309707,2,0,1,0,,0
309994,7,1,1,1,2000.0,1
310968,4,0,1,0,,0
311040,1,0,1,0,,0
311041,1,0,1,0,,0
311048,2,0,1,0,,0
311543,9,0,1,0,,0
311592,16,4,1,1,3800.0,1
311638,1,0,1,0,,0
311833,5,0,1,0,,0
312101,2,0,1,0,,0
312666,1,1,1,1,150.0,1
312762,1,1,1,1,450.0,1
312884,1,0,1,0,,0
313017,1,0,1,0,,0
313509,8,2,1,1,5008.0,1
313815,1,1,1,1,250.0,1
313816,1,0,1,0,,0
314035,1,0,1,0,,0
314274,8,1,1,1,50.0,1
314549,2,0,1,0,,0
315397,1,0,1,0,,0
315921,3,1,1,1,70.0,1
316030,2,0,1,0,,0
316366,2,0,1,0,,0
316602,5,0,1,0,,0
317196,10,0,1,0,,0
317565,1,1,1,1,50.0,1
317767,5,2,1,1,200.0,1
318208,3,1,1,1,150.0,1
318419,3,1,1,1,915.0,1
318826,1,0,1,0,,0
318870,1,0,1,0,,0
318950,1,0,1,0,,0
319268,6,1,1,1,497.0,1
319652,3,0,1,0,,0
319803,4,1,1,1,27000.0,1
319812,4,0,1,0,,0
319924,1,0,1,0,,0
320259,3,2,1,1,400.0,1
320372,1,0,1,0,,0
320441,1,0,1,0,,0
320580,2,0,1,0,,0
320753,1,1,1,1,50.0,1
320811,3,1,1,1,900.0,1
320955,1,0,1,0,,0
321015,1,0,1,0,,0
321204,1,0,1,0,,0
321413,10,2,1,1,900.0,1
321459,1,0,1,0,,0
321820,1,1,1,1,950.0,1
321987,1,0,1,0,,0
322092,3,0,1,0,,0
322490,4,0,1,0,,0
322535,3,2,1,1,994.0,1
322547,3,0,1,0,,0
322607,4,0,1,0,,0
322730,4,1,1,1,90.0,1
322916,2,1,1,1,110.0,1
322980,1,1,1,1,700.0,1
323219,5,0,1,0,,0
323774,2,0,1,0,,0
323821,1,0,1,0,,0
323998,1,0,1,0,,0
324175,1,0,1,0,,0
324404,4,0,1,0,,0
324506,1,0,1,0,,0
324546,3,1,1,1,90.0,1
324901,6,1,1,1,490.0,1
325217,24,8,1,1,7200.0,1
325401,3,0,1,0,,0
325466,1,0,1,0,,0
325700,1,0,1,0,,0
326035,1,0,1,0,,0
326284,7,0,1,0,,0
326299,3,0,1,0,,0
326476,2,1,1,1,497.0,1
326581,1,0,1,0,,0
326623,5,0,1,0,,0
326742,1,0,1,0,,0
326765,5,0,1,0,,0
327060,2,0,1,0,,0
327071,3,2,1,1,1880.0,1
327145,1,0,1,0,,0
327148,3,1,1,1,70.0,1
328082,1,0,1,0,,0
328165,1,0,1,0,,0
328297,2,0,1,0,,0
328314,6,0,1,0,,0
328334,6,1,1,1,90.0,1
328644,4,4,1,1,200.0,1
328766,1,1,1,1,5000.0,1
328797,2,0,1,0,,0
329033,2,0,1,0,,0
329127,7,1,1,1,900.0,1
329315,1,0,1,0,,0
329326,3,0,1,0,,0
329523,1,1,1,1,500.0,1
329606,2,0,1,0,,0
329808,1,0,1,0,,0
330089,2,1,1,1,800.0,1
330212,1,0,1,0,,0
330393,3,1,1,1,15000.0,1
330408,2,1,1,1,250.0,1
330568,1,1,1,1,97.0,1
330592,6,0,1,0,,0
330690,4,0,1,0,,0
330816,1,0,1,0,,0
330888,30,0,1,0,,0
330986,3,1,1,1,20.0,1
331011,7,2,1,1,580.0,1
331498,3,0,1,0,,0
331769,3,0,1,0,,0
331865,1,0,1,0,,0
332083,1,0,1,0,,0
332312,4,0,1,0,,0
332413,1,0,1,0,,0
332588,5,0,1,0,,0
333192,6,1,1,1,500.0,1
333193,2,0,1,0,,0
333738,2,0,1,0,,0
333793,1,0,1,0,,0
334012,4,0,1,0,,0
334031,1,0,1,0,,0
334879,3,1,1,1,10.0,1
335990,4,2,1,1,700.0,1
336112,7,1,1,1,40.0,1
336194,8,1,1,1,90.0,1
336211,2,0,1,0,,0
336233,13,1,1,1,90.0,1
336318,5,0,1,0,,0
336453,2,0,1,0,,0
336606,1,0,1,0,,0
337456,3,1,1,1,40.0,1
338222,1,0,1,0,,0
338432,3,0,1,0,,0
338527,2,0,1,0,,0
338789,3,0,1,0,,0
338931,1,0,1,0,,0
339373,6,0,1,0,,0
339384,1,0,1,0,,0
339478,1,0,1,0,,0
339514,1,1,1,1,200.0,1
339843,2,0,1,0,,0
340008,1,0,1,0,,0
340192,1,0,1,0,,0
340320,2,0,1,0,,0
340398,7,1,1,1,40.0,1
340623,4,2,1,1,49.0,1
340844,4,1,1,1,700.0,1
340955,6,1,1,1,490.0,1
341383,1,0,1,0,,0
341628,1,0,1,0,,0
342399,3,0,1,0,,0
342479,2,0,1,0,,0
342866,7,1,1,1,47.0,1
343169,4,0,1,0,,0
343182,1,0,1,0,,0
343407,1,0,1,0,,0
343725,1,0,1,0,,0
344152,2,0,1,0,,0
345042,2,0,1,0,,0
345070,2,0,1,0,,0
345218,1,0,1,0,,0
345357,1,0,1,0,,0
345437,1,1,1,1,900.0,1
345480,1,0,1,0,,0
345547,7,0,1,0,,0
345553,1,0,1,0,,0
345712,2,0,1,0,,0
346125,1,0,1,0,,0
346756,1,0,1,0,,0
346815,4,0,1,0,,0
346853,3,0,1,0,,0
346917,1,0,1,0,,0
346937,6,0,1,0,,0
346942,1,0,1,0,,0
347001,1,0,1,0,,0
347031,1,0,1,0,,0
347036,4,0,1,0,,0
347117,3,1,1,1,190.0,1
347153,2,0,1,0,,0
347965,2,1,1,1,150.0,1
348399,3,0,1,0,,0
348426,3,0,1,0,,0
348440,1,0,1,0,,0
348754,2,0,1,0,,0
349133,2,0,1,0,,0
349426,2,0,1,0,,0
349478,3,0,1,0,,0
349991,3,0,1,0,,0
350004,1,1,1,1,400.0,1
350032,1,0,1,0,,0
350578,4,0,1,0,,0
350631,2,0,1,0,,0
350713,1,0,1,0,,0
350948,2,0,1,0,,0
351000,1,0,1,0,,0
351366,2,0,1,0,,0
351386,2,0,1,0,,0
351450,5,1,1,1,290.0,1
351609,20,4,1,1,17968.0,1
351744,1,0,1,0,,0
351749,4,0,1,0,,0
351773,1,0,1,0,,0
351774,3,0,1,0,,0
352106,4,2,1,1,700.0,1
352113,4,0,1,0,,0
352284,1,0,1,0,,0
352329,4,1,1,1,1144.0,1
352578,1,0,1,0,,0
352713,2,1,1,1,280.0,1
352732,2,0,1,0,,0
352830,2,0,1,0,,0
352878,1,0,1,0,,0
353207,8,3,1,1,200.0,1
353392,3,0,1,0,,0
353452,2,0,1,0,,0
354030,1,0,1,0,,0
354064,3,0,1,0,,0
354153,13,0,1,0,,0
354187,5,1,1,1,70.0,1
354263,3,1,1,1,290.0,1
354414,1,1,1,1,100.0,1
354420,2,0,1,0,,0
354644,4,1,1,1,9000.0,1
354720,1,0,1,0,,0
354799,2,0,1,0,,0
354876,1,0,1,0,,0
354920,1,0,1,0,,0
355074,1,0,1,0,,0
355090,3,1,1,1,800.0,1
355193,3,0,1,0,,0
355370,3,2,1,1,500.0,1
355544,1,0,1,0,,0
355583,1,1,1,1,400.0,1
356060,5,1,1,1,2.0,1
356106,2,0,1,0,,0
356254,16,8,1,1,776.0,1
356328,2,0,1,0,,0
356345,3,1,1,1,90.0,1
356371,2,1,1,1,400.0,1
356396,1,0,1,0,,0
356486,3,0,1,0,,0
356489,1,0,1,0,,0
356877,2,1,1,1,150.0,1
356972,1,0,1,0,,0
357028,3,0,1,0,,0
357178,2,0,1,0,,0
357214,2,0,1,0,,0
357322,1,0,1,0,,0
357350,1,0,1,0,,0
357645,3,0,1,0,,0
357699,3,0,1,0,,0
357832,3,1,1,1,190.0,1
358080,4,0,1,0,,0
358424,1,0,1,0,,0
358524,1,0,1,0,,0
358803,1,1,1,1,350.0,1
359430,1,0,1,0,,0
359479,1,0,1,0,,0
359855,2,1,1,1,990.0,1
359904,2,0,1,0,,0
359932,6,1,1,1,100.0,1
359934,1,0,1,0,,0
359961,2,0,1,0,,0
360193,6,0,1,0,,0
360290,1,0,1,0,,0
360432,1,0,1,0,,0
360482,1,0,1,0,,0
360691,1,0,1,0,,0
360815,1,0,1,0,,0
360919,1,0,1,0,,0
360996,12,0,1,0,,0
361083,1,0,1,0,,0
361335,2,0,1,0,,0
361386,2,1,1,1,2.0,1
361510,4,0,1,0,,0
361565,18,0,1,0,,0
361633,7,1,1,1,508.0,1
361777,3,0,1,0,,0
362160,2,1,1,1,70.0,1
362488,1,1,1,1,290.0,1
362550,1,0,1,0,,0
362624,4,0,1,0,,0
362730,1,0,1,0,,0
362751,1,0,1,0,,0
362895,2,0,1,0,,0
363116,2,0,1,0,,0
363143,1,0,1,0,,0
363702,9,4,1,1,1800.0,1
363772,4,0,1,0,,0
363935,6,0,1,0,,0
363955,11,0,1,0,,0
364003,1,0,1,0,,0
364243,1,0,1,0,,0
364552,6,0,1,0,,0
365206,1,0,1,0,,0
365822,3,1,1,1,90.0,1
365854,1,0,1,0,,0
365923,1,0,1,0,,0
366273,3,0,1,0,,0
366457,1,0,1,0,,0
366560,1,0,1,0,,0
366781,1,0,1,0,,0
366856,1,0,1,0,,0
367338,1,0,1,0,,0
367776,1,0,1,0,,0
368412,2,1,1,1,1970.0,1
368474,4,0,1,0,,0
368539,6,1,1,1,500.0,1
368594,3,0,1,0,,0
368916,4,0,1,0,,0
369157,1,0,1,0,,0
369626,7,2,1,1,1950.0,1
369841,3,2,1,1,80.0,1
369892,4,0,1,0,,0
369913,1,0,1,0,,0
369969,2,0,1,0,,0
369981,3,1,1,1,270.0,1
370047,2,0,1,0,,0
370139,42,0,1,0,,0
370365,6,0,1,0,,0
370509,1,0,1,0,,0
370590,5,0,1,0,,0
370639,1,1,1,1,950.0,1
371198,1,0,1,0,,0
371693,4,0,1,0,,0
371756,2,0,1,0,,0
371923,1,0,1,0,,0
371934,5,0,1,0,,0
372266,2,0,1,0,,0
372624,1,0,1,0,,0
372827,1,0,1,0,,0
372934,1,1,1,1,190.0,1
373054,4,0,1,0,,0
373088,4,0,1,0,,0
373553,3,0,1,0,,0
374016,3,0,1,0,,0
374031,7,0,1,0,,0
374365,1,0,1,0,,0
374459,1,0,1,0,,0
374574,2,0,1,0,,0
374909,1,0,1,0,,0
374926,1,0,1,0,,0
375238,3,2,1,1,3002.0,1
375640,2,1,1,1,990.0,1
375843,7,0,1,0,,0
375951,1,0,1,0,,0
376009,1,0,1,0,,0
376043,1,0,1,0,,0
376095,3,0,1,0,,0
376595,3,0,1,0,,0
376601,1,0,1,0,,0
376630,6,1,1,1,10.0,1
377108,1,0,1,0,,0
377131,1,0,1,0,,0
377278,3,0,1,0,,0
377414,1,0,1,0,,0
377570,1,0,1,0,,0
377658,2,0,1,0,,0
377940,14,1,1,1,90.0,1
378372,1,0,1,0,,0
378491,1,0,1,0,,0
378591,2,0,1,0,,0
378899,4,0,1,0,,0
379025,2,0,1,0,,0
379467,8,0,1,0,,0
379749,2,0,1,0,,0
379808,1,0,1,0,,0
380070,1,0,1,0,,0
380193,7,0,1,0,,0
380336,1,0,1,0,,0
380425,6,6,1,1,420.0,1
380729,10,0,1,0,,0
380731,3,0,1,0,,0
380923,7,0,1,0,,0
380991,3,1,1,1,-900.0,-1
381197,1,0,1,0,,0
381526,4,0,1,0,,0
381549,1,0,1,0,,0
381553,1,0,1,0,,0
381706,3,1,1,1,190.0,1
381918,1,0,1,0,,0
382139,2,0,1,0,,0
382240,1,0,1,0,,0
382695,7,1,1,1,400.0,1
382957,3,0,1,0,,0
383059,3,0,1,0,,0
383060,5,1,1,1,150.0,1
383087,1,1,1,1,90.0,1
383373,5,1,1,1,150.0,1
383470,1,0,1,0,,0
383604,1,0,1,0,,0
383644,6,0,1,0,,0
383821,1,0,1,0,,0
384030,6,1,1,1,990.0,1
384175,9,1,1,1,497.0,1
384440,1,0,1,0,,0
384755,2,1,1,1,979.92,1
385195,5,0,1,0,,0
385316,1,0,1,0,,0
385544,1,0,1,0,,0
386193,8,2,1,1,35.30000000000007,1
386405,3,2,1,1,48.0,1
386469,1,0,1,0,,0
387033,1,0,1,0,,0
387331,1,0,1,0,,0
387534,2,0,1,0,,0
388055,2,0,1,0,,0
388669,4,1,1,1,450.0,1
389107,2,0,1,0,,0
389172,5,0,1,0,,0
389185,3,0,1,0,,0
389231,1,0,1,0,,0
389535,1,0,1,0,,0
389659,4,0,1,0,,0
389982,4,0,1,0,,0
389986,1,0,1,0,,0
390073,4,0,1,0,,0
390518,1,0,1,0,,0
390771,1,0,1,0,,0
390896,1,0,1,0,,0
391070,1,0,1,0,,0
391191,2,1,1,1,90.0,1
391369,1,0,1,0,,0
391762,1,0,1,0,,0
391795,3,0,1,0,,0
391905,2,0,1,0,,0
391971,4,0,1,0,,0
391977,1,0,1,0,,0
392210,1,0,1,0,,0
392598,1,0,1,0,,0
392852,1,0,1,0,,0
392924,1,0,1,0,,0
392979,20,0,1,0,,0
392996,2,0,1,0,,0
393251,2,1,1,1,197.0,1
393551,9,1,1,1,90.0,1
393587,4,1,1,1,40.0,1
393980,1,0,1,0,,0
394078,1,0,1,0,,0
394265,4,0,1,0,,0
394387,1,0,1,0,,0
394583,1,0,1,0,,0
394652,4,1,1,1,90.0,1
394881,3,0,1,0,,0
394966,2,0,1,0,,0
395158,2,1,1,1,70.0,1
395166,1,0,1,0,,0
395682,3,0,1,0,,0
395809,4,0,1,0,,0
395847,2,0,1,0,,0
396297,13,3,1,1,616.0,1
396548,2,0,1,0,,0
397051,2,1,1,1,268.0,1
397158,32,4,1,1,160.0,1
397295,5,0,1,0,,0
397698,1,1,1,1,80.0,1
397932,1,0,1,0,,0
398136,1,1,1,1,8.0,1
398167,3,0,1,0,,0
398200,4,0,1,0,,0
398335,4,0,1,0,,0
398347,6,0,1,0,,0
398634,10,1,1,1,50.0,1
398692,8,1,1,1,190.0,1
398909,1,0,1,0,,0
399152,1,0,1,0,,0
399588,6,2,1,1,400.0,1
399625,1,0,1,0,,0
399694,3,0,1,0,,0
399728,3,0,1,0,,0
399741,2,0,1,0,,0
399849,2,0,1,0,,0
399850,1,0,1,0,,0
399950,4,0,1,0,,0
400127,1,0,1,0,,0
400358,1,0,1,0,,0
400415,1,0,1,0,,0
400620,6,0,1,0,,0
400817,2,1,1,1,150.0,1
400948,7,1,1,1,400.0,1
401125,4,0,1,0,,0
401162,3,1,1,1,450.0,1
401484,7,1,1,1,190.0,1
401807,2,0,1,0,,0
402091,1,0,1,0,,0
402396,2,0,1,0,,0
402520,16,0,1,0,,0
402781,4,2,1,1,180.0,1
403054,2,0,1,0,,0
403172,4,0,1,0,,0
403408,3,2,1,1,1980.0,1
403415,1,0,1,0,,0
403453,2,0,1,0,,0
403575,1,0,1,0,,0
403601,10,4,1,1,165.79219999999987,1
403809,2,0,1,0,,0
403822,1,0,1,0,,0
403878,2,1,1,1,500.0,1
403897,3,0,1,0,,0
403998,4,0,1,0,,0
404233,2,1,1,1,450.0,1
404476,2,0,1,0,,0
405085,5,2,1,1,1800.0,1
405406,2,1,1,1,270.0,1
405454,3,0,1,0,,0
405581,1,0,1,0,,0
406442,1,0,1,0,,0
406494,1,0,1,0,,0
406513,1,0,1,0,,0
406531,2,0,1,0,,0
406985,1,0,1,0,,0
407353,1,0,1,0,,0
407514,1,0,1,0,,0
407717,1,1,1,1,450.0,1
407779,1,0,1,0,,0
408116,1,0,1,0,,0
408171,4,1,1,1,900.0,1
408192,1,1,1,1,700.0,1
408269,1,0,1,0,,0
408425,2,0,1,0,,0
408850,2,0,1,0,,0
408907,1,1,1,1,250.0,1
408991,20,4,1,1,266.6680000000001,1
409207,2,0,1,0,,0
409329,1,0,1,0,,0
409751,2,0,1,0,,0
409800,1,0,1,0,,0
409822,3,1,1,1,195.0,1
409977,30,0,1,0,,0
410287,1,0,1,0,,0
410292,1,0,1,0,,0
410483,3,0,1,0,,0
410662,1,0,1,0,,0
411010,1,1,1,1,70.0,1
411091,1,0,1,0,,0
411130,3,0,1,0,,0
411199,1,0,1,0,,0
411406,1,0,1,0,,0
411609,1,0,1,0,,0
411923,1,0,1,0,,0
411932,6,1,1,1,800.0,1
412042,4,1,1,1,150.0,1
412125,2,1,1,1,5000.0,1
412149,2,1,1,1,450.0,1
412217,16,0,1,0,,0
412358,5,2,1,1,80.0,1
412615,4,0,1,0,,0
412641,1,0,1,0,,0
412659,2,0,1,0,,0
412709,14,2,1,1,980.0,1
412786,2,0,1,0,,0
413020,1,0,1,0,,0
413133,3,0,1,0,,0
413336,1,0,1,0,,0
413587,1,0,1,0,,0
414182,6,0,1,0,,0
414207,1,0,1,0,,0
414286,5,1,1,1,750.0,1
414358,3,2,1,1,180.0,1
414630,1,0,1,0,,0
414668,1,1,1,1,600.0,1
414722,8,3,1,1,5194.0,1
414905,5,0,1,0,,0
415074,4,0,1,0,,0
415178,2,1,1,1,10.0,1
415243,1,0,1,0,,0
415304,2,1,1,1,1900.0,1
415494,8,4,1,1,200.0,1
416140,1,0,1,0,,0
416204,7,0,1,0,,0
416337,2,1,1,1,1020.0,1
416482,1,0,1,0,,0
416688,1,0,1,0,,0
416702,2,1,1,1,850.0,1
417007,1,0,1,0,,0
417313,1,0,1,0,,0
417434,1,0,1,0,,0
417818,1,0,1,0,,0
417830,1,0,1,0,,0
418030,3,1,1,1,150.0,1
418321,1,0,1,0,,0
418493,1,0,1,0,,0
418929,9,0,1,0,,0
419088,5,2,1,1,1800.0,1
419259,3,0,1,0,,0
419447,1,0,1,0,,0
419580,4,0,1,0,,0
420183,4,0,1,0,,0
420804,4,0,1,0,,0
420854,1,0,1,0,,0
421278,1,0,1,0,,0
421393,3,0,1,0,,0
421872,2,0,1,0,,0
421947,2,0,1,0,,0
421960,1,0,1,0,,0
422014,1,0,1,0,,0
422146,1,0,1,0,,0
422327,4,0,1,0,,0
422363,1,0,1,0,,0
422384,1,0,1,0,,0
422566,9,1,1,1,97.0,1
422678,2,0,1,0,,0
422708,1,0,1,0,,0
422897,2,2,1,1,100.0,1
422906,8,3,1,1,150.0,1
423242,4,0,1,0,,0
423381,1,0,1,0,,0
423646,1,0,1,0,,0
423731,4,1,1,1,90.0,1
424011,3,0,1,0,,0
424063,1,0,1,0,,0
424109,5,0,1,0,,0
424293,3,1,1,1,40.0,1
424751,2,1,1,1,900.0,1
424947,2,1,1,1,100.0,1
424979,1,0,1,0,,0
425563,3,1,1,1,100.0,1
425603,2,0,1,0,,0
425745,1,0,1,0,,0
425768,1,0,1,0,,0
425907,3,0,1,0,,0
426495,1,0,1,0,,0
426734,1,1,1,1,990.0,1
426995,3,0,1,0,,0
427459,1,0,1,0,,0
427867,3,0,1,0,,0
428143,1,0,1,0,,0
428407,2,0,1,0,,0
428460,1,0,1,0,,0
428639,3,2,1,1,1880.0,1
428697,1,0,1,0,,0
428934,2,1,1,1,900.0,1
429297,1,0,1,0,,0
429849,1,0,1,0,,0
429883,6,2,1,1,200.0,1
430119,7,0,1,0,,0
430161,16,0,1,0,,0
430170,3,0,1,0,,0
430356,14,2,1,1,1994.0,1
430551,6,0,1,0,,0
431104,3,0,1,0,,0
431371,30,6,1,1,900.0,1
431655,3,0,1,0,,0
431687,3,0,1,0,,0
431738,3,0,1,0,,0
431821,1,0,1,0,,0
432117,1,0,1,0,,0
432473,5,1,1,1,90.0,1
432498,4,2,1,1,80.0,1
432886,1,0,1,0,,0
432909,3,1,1,1,900.0,1
432979,1,0,1,0,,0
433027,1,0,1,0,,0
433143,1,0,1,0,,0
433242,2,0,1,0,,0
433409,2,0,1,0,,0
433445,8,4,1,1,80.0,1
433696,2,0,1,0,,0
433876,1,0,1,0,,0
433879,7,1,1,1,47.0,1
433883,2,0,1,0,,0
434053,2,1,1,1,40.0,1
434145,3,1,1,1,700.0,1
434275,1,0,1,0,,0
434585,2,0,1,0,,0
434675,1,0,1,0,,0
434816,1,1,1,1,1000.0,1
435127,2,0,1,0,,0
435275,3,1,1,1,490.0,1
435419,3,0,1,0,,0
435715,1,0,1,0,,0
436008,1,0,1,0,,0
436085,1,1,1,1,4500.0,1
436095,1,0,1,0,,0
436262,5,0,1,0,,0
436302,3,0,1,0,,0
436407,7,1,1,1,899.0,1
436731,6,0,1,0,,0
436814,2,1,1,1,70.0,1
437039,1,0,1,0,,0
437182,1,0,1,0,,0
437260,1,0,1,0,,0
437356,2,1,1,1,50.0,1
437421,3,1,1,1,200.0,1
437428,3,0,1,0,,0
437436,7,1,1,1,450.0,1
437480,12,4,1,1,320.0,1
437638,1,0,1,0,,0
437719,3,0,1,0,,0
437758,1,1,1,1,40.0,1
438114,1,0,1,0,,0
438341,1,0,1,0,,0
438510,1,0,1,0,,0
438619,2,0,1,0,,0
438709,4,0,1,0,,0
438886,1,0,1,0,,0
439413,3,0,1,0,,0
439631,24,8,1,1,1885.7143999999998,1
440271,1,0,1,0,,0
440315,1,0,1,0,,0
440321,7,1,1,1,3200.0,1
440853,6,0,1,0,,0
441076,4,0,1,0,,0
441203,6,0,1,0,,0
441295,4,0,1,0,,0
441298,1,0,1,0,,0
442056,3,0,1,0,,0
442291,1,0,1,0,,0
442401,1,0,1,0,,0
442469,1,0,1,0,,0
442670,8,0,1,0,,0
442701,5,0,1,0,,0
442827,3,0,1,0,,0
442966,2,0,1,0,,0
443032,1,0,1,0,,0
443295,1,0,1,0,,0
443324,2,1,1,1,900.0,1
443517,2,0,1,0,,0
443603,1,0,1,0,,0
443707,2,0,1,0,,0
443721,3,0,1,0,,0
443753,2,0,1,0,,0
443845,3,0,1,0,,0
443918,2,0,1,0,,0
444343,1,0,1,0,,0
444415,1,0,1,0,,0
