EID,WSBR,WSENDBR,BSBR,BSENDBR,COUNTBR,ENDBR
144426,2,,1,1,3,1
144469,1,,,,1,
144564,,,2,1,2,1
144603,,,4,,4,
144619,,,1,,1,
144657,4,2,,,4,2
144767,,,1,1,1,1
144798,4,4,1,1,5,5
144820,,,1,,1,
144836,,,2,1,2,1
144848,,,1,1,1,1
144878,,,1,,1,
144881,,,1,1,1,1
144891,,,1,1,1,1
144958,,,1,,1,
144965,,,1,,1,
144986,,,1,,1,
145015,2,,1,,3,
145051,1,1,,,1,1
145069,,,1,1,1,1
145082,,,1,1,1,1
145096,,,1,,1,
145144,,,1,,1,
145158,,,1,1,1,1
145168,1,,,,1,
145199,2,,,,2,
145308,1,,,,1,
145355,,,1,,1,
145362,1,1,,,1,1
145404,,,1,1,1,1
145433,1,,1,,2,
145447,2,2,5,1,7,3
145485,1,1,,,1,1
145490,3,3,,,3,3
145491,,,1,,1,
145533,10,,6,,16,
145549,1,1,,,1,1
145578,,,1,1,1,1
145588,,,5,5,5,5
145642,,,1,1,1,1
145650,,,1,,1,
145652,,,1,,1,
145688,7,4,,,7,4
145748,,,1,1,1,1
145794,2,1,,,2,1
145812,1,,,,1,
145863,2,,,,2,
145898,,,1,,1,
145900,1,,,,1,
145957,1,,3,2,4,2
146017,,,1,,1,
146131,,,3,3,3,3
146135,,,1,,1,
146146,,,2,1,2,1
146148,,,1,,1,
146164,,,1,1,1,1
146234,2,2,,,2,2
146246,,,1,1,1,1
146285,,,1,1,1,1
146301,1,1,1,1,2,2
146352,7,,,,7,
146406,,,1,,1,
146428,,,1,,1,
146507,1,,,,1,
146568,3,2,4,1,7,3
146599,,,1,,1,
146640,,,5,3,5,3
146654,1,,,,1,
146673,,,1,1,1,1
146682,,,3,2,3,2
146688,,,1,1,1,1
146690,,,1,1,1,1
146734,,,5,2,5,2
146765,,,1,,1,
146794,,,3,1,3,1
146880,,,1,1,1,1
146931,,,1,1,1,1
146952,,,1,1,1,1
146992,2,,,,2,
147006,,,1,,1,
147080,,,1,,1,
147102,,,2,1,2,1
147127,1,,,,1,
147140,2,,,,2,
147150,,,1,1,1,1
147153,3,,,,3,
147193,2,1,1,,3,1
147203,,,1,1,1,1
147236,,,1,,1,
147287,1,,,,1,
147317,,,1,1,1,1
147387,,,1,1,1,1
147424,,,1,,1,
147476,1,,,,1,
147514,,,2,1,2,1
147523,1,,,,1,
147570,,,1,,1,
147647,,,1,,1,
147669,,,1,1,1,1
147687,,,1,,1,
147717,1,,,,1,
147776,,,1,,1,
147786,,,3,2,3,2
147820,1,,,,1,
147823,,,4,3,4,3
147854,1,,,,1,
147882,,,1,,1,
147883,1,1,,,1,1
147903,,,1,1,1,1
147967,,,1,1,1,1
147976,,,2,,2,
147995,1,1,,,1,1
148001,,,8,1,8,1
148049,,,2,,2,
148056,,,5,4,5,4
148079,1,1,,,1,1
148086,1,,,,1,
148098,1,1,,,1,1
148128,,,1,1,1,1
148142,1,1,,,1,1
148158,,,1,1,1,1
148166,,,1,1,1,1
148175,1,1,,,1,1
148210,1,,,,1,
148266,,,1,,1,
148354,,,1,1,1,1
148383,,,4,,4,
148394,,,4,,4,
148419,,,1,1,1,1
148422,,,2,,2,
148486,1,1,,,1,1
148514,5,,,,5,
148529,24,23,1,,25,23
148531,,,1,,1,
148555,1,,,,1,
148631,,,1,1,1,1
148644,,,1,,1,
148648,,,1,,1,
148654,,,1,,1,
148669,,,1,1,1,1
148687,,,1,1,1,1
148718,1,,,,1,
148737,,,1,,1,
148738,,,2,,2,
148751,1,1,1,1,2,2
148765,,,1,,1,
148794,,,1,1,1,1
148831,1,1,1,1,2,2
148839,,,1,,1,
148842,1,,,,1,
148857,2,,,,2,
148923,,,2,2,2,2
148951,,,1,,1,
148999,,,1,1,1,1
149009,1,1,1,,2,1
149019,1,,,,1,
149021,,,1,1,1,1
149024,,,1,,1,
149026,6,,6,1,12,1
149058,3,,,,3,
149124,,,1,,1,
149155,,,1,,1,
149167,12,4,,,12,4
149185,,,2,1,2,1
149213,1,1,,,1,1
149247,,,1,,1,
149253,,,1,,1,
149322,70,32,,,70,32
149324,3,1,,,3,1
149346,,,1,1,1,1
149361,,,1,,1,
149393,1,,,,1,
149398,,,4,4,4,4
149413,,,1,,1,
149439,1,1,1,,2,1
149502,1,,,,1,
149548,1,,,,1,
149563,,,1,1,1,1
149564,,,1,,1,
149568,,,3,2,3,2
149584,,,1,,1,
149655,3,1,,,3,1
149726,2,1,,,2,1
149745,1,1,1,1,2,2
149752,,,2,1,2,1
149772,,,1,,1,
149782,,,1,1,1,1
149794,,,2,2,2,2
149883,,,2,,2,
149908,,,1,,1,
149910,1,1,2,2,3,3
149923,1,,,,1,
149943,1,,,,1,
149964,2,,,,2,
150006,2,2,,,2,2
150037,,,3,3,3,3
150046,,,1,,1,
150049,1,1,,,1,1
150090,1,,,,1,
150123,2,2,,,2,2
150162,,,1,1,1,1
150176,,,1,,1,
150223,,,1,,1,
150235,,,13,7,13,7
150262,,,1,,1,
150363,1,,,,1,
150493,,,1,,1,
150515,1,,,,1,
150527,,,2,,2,
150616,22,3,,,22,3
150638,,,2,1,2,1
150834,,,2,,2,
150839,,,2,1,2,1
150841,2,2,1,1,3,3
150843,,,1,1,1,1
150847,1,1,,,1,1
150863,1,1,,,1,1
150880,,,4,4,4,4
150903,3,1,,,3,1
150935,,,1,1,1,1
150999,4,1,,,4,1
151002,,,4,1,4,1
151035,,,1,,1,
151049,,,3,1,3,1
151101,2,,,,2,
151121,,,1,,1,
151191,,,1,1,1,1
151326,,,1,,1,
151330,2,,,,2,
151343,,,1,,1,
151346,,,1,,1,
151366,17,2,,,17,2
151408,,,2,2,2,2
151438,,,1,,1,
151481,,,1,,1,
151484,1,,,,1,
151495,1,,1,,2,
151507,2,,,,2,
151544,,,1,,1,
151555,1,,,,1,
151564,1,1,3,3,4,4
151568,1,,1,1,2,1
151571,,,1,,1,
151594,,,2,2,2,2
151640,1,,,,1,
151643,1,,,,1,
151658,,,19,1,19,1
151660,1,,,,1,
151702,1,1,1,1,2,2
151782,21,5,3,,24,5
151783,1,,,,1,
151849,1,1,,,1,1
151872,,,9,2,9,2
151880,,,1,1,1,1
151988,,,1,1,1,1
152060,1,,,,1,
152078,,,1,,1,
152080,,,1,1,1,1
152106,1,,,,1,
152108,,,1,1,1,1
152136,,,1,,1,
152145,3,1,,,3,1
152146,,,1,1,1,1
152162,,,1,,1,
152179,,,2,,2,
152185,1,1,,,1,1
152210,1,,,,1,
152220,1,1,1,,2,1
152290,1,,,,1,
152310,,,2,2,2,2
152520,,,1,1,1,1
152539,,,1,1,1,1
152545,,,1,1,1,1
152569,,,1,1,1,1
152654,1,1,,,1,1
152673,,,1,1,1,1
152692,,,2,1,2,1
152734,,,1,,1,
152740,,,1,1,1,1
152747,,,2,,2,
152749,,,1,,1,
152789,,,2,2,2,2
152832,,,1,1,1,1
152884,,,1,1,1,1
152945,,,1,,1,
152961,1,1,,,1,1
153036,,,1,1,1,1
153049,,,1,1,1,1
153074,,,1,1,1,1
153086,,,3,3,3,3
153134,1,1,,,1,1
153139,1,1,,,1,1
153148,1,1,,,1,1
153211,1,1,,,1,1
153291,,,1,,1,
153305,,,1,,1,
153312,,,2,,2,
153315,,,1,,1,
153361,1,,,,1,
153379,,,1,,1,
153404,,,1,,1,
153421,,,1,1,1,1
153445,,,2,2,2,2
153492,3,3,2,2,5,5
153496,,,1,1,1,1
153497,,,1,,1,
153526,2,2,,,2,2
153527,1,1,,,1,1
153610,,,1,1,1,1
153624,,,2,,2,
153649,,,2,,2,
153677,,,1,1,1,1
153683,6,6,,,6,6
153780,1,,,,1,
153830,1,1,,,1,1
153938,4,4,1,1,5,5
153989,8,5,1,,9,5
154017,,,1,,1,
154024,,,1,,1,
154054,4,4,3,2,7,6
154073,,,1,,1,
154096,1,1,,,1,1
154182,1,,,,1,
154197,1,,,,1,
154200,,,1,1,1,1
154226,6,3,,,6,3
154246,,,9,8,9,8
154248,,,1,1,1,1
154267,,,111,6,111,6
154272,2,1,,,2,1
154278,,,1,,1,
154296,,,1,,1,
154307,,,2,,2,
154310,,,1,,1,
154335,30,7,131,58,161,65
154339,,,1,,1,
154402,1,,,,1,
154411,,,1,1,1,1
154425,,,1,,1,
154444,,,1,,1,
154448,1,,,,1,
154473,,,1,,1,
154483,1,,,,1,
154487,,,1,1,1,1
154500,,,1,,1,
154518,,,1,1,1,1
154522,,,2,2,2,2
154535,,,4,1,4,1
154582,1,,,,1,
154605,,,1,1,1,1
154628,1,,,,1,
154629,,,2,,2,
154688,,,2,,2,
154730,,,1,,1,
154733,,,1,,1,
154749,,,1,,1,
154750,,,2,2,2,2
154760,2,,,,2,
154789,,,1,1,1,1
154793,5,2,,,5,2
154801,1,1,1,1,2,2
154867,,,2,,2,
154926,,,2,,2,
154938,1,1,,,1,1
155052,,,1,,1,
155056,,,2,2,2,2
155068,,,1,,1,
155069,1,1,1,,2,1
155084,1,,,,1,
155090,1,,,,1,
155091,1,,,,1,
155132,,,1,,1,
155134,,,1,,1,
155139,,,13,1,13,1
155152,,,1,1,1,1
155192,,,2,2,2,2
155240,,,3,,3,
155272,1,1,,,1,1
155333,,,1,,1,
155337,,,1,1,1,1
155345,,,2,,2,
155381,1,1,2,2,3,3
155431,,,1,1,1,1
155441,,,7,,7,
155444,1,,,,1,
155450,6,3,,,6,3
155471,1,,,,1,
155512,3,1,,,3,1
155528,4,,1,,5,
155533,,,2,1,2,1
155560,1,,1,,2,
155565,,,1,,1,
155567,,,1,,1,
155568,,,1,,1,
155603,13,4,,,13,4
155606,,,1,,1,
155611,4,,,,4,
155616,2,,,,2,
155622,,,1,,1,
155626,1,1,,,1,1
155633,,,1,1,1,1
155646,,,3,,3,
155660,1,,,,1,
155715,1,1,,,1,1
155860,,,1,1,1,1
155955,2,,,,2,
155967,5,5,,,5,5
156045,1,,,,1,
156058,,,1,1,1,1
156091,,,1,1,1,1
156123,,,1,,1,
156127,1,1,1,1,2,2
156143,,,1,1,1,1
156154,,,6,,6,
156218,,,1,,1,
156285,,,1,,1,
156294,,,12,2,12,2
156304,,,6,,6,
156320,,,1,,1,
156351,,,1,1,1,1
156383,,,1,1,1,1
156389,,,1,1,1,1
156394,2,1,,,2,1
156397,1,,,,1,
156420,22,18,1,,23,18
156438,,,1,,1,
156466,1,,,,1,
156474,,,1,1,1,1
156478,1,,,,1,
156516,1,,,,1,
156526,,,8,7,8,7
156550,8,,,,8,
156595,7,,,,7,
156607,,,1,1,1,1
156655,,,2,,2,
156695,,,1,,1,
156719,1,,,,1,
156756,,,2,1,2,1
156789,1,,,,1,
156806,2,1,,,2,1
156822,1,,,,1,
156853,,,3,2,3,2
156856,,,1,1,1,1
156900,1,,3,1,4,1
156908,,,1,1,1,1
156919,1,,,,1,
156924,,,2,2,2,2
156989,,,1,,1,
156997,1,1,1,1,2,2
157006,1,,,,1,
157018,,,1,1,1,1
157024,,,1,1,1,1
157027,,,2,1,2,1
157091,1,1,,,1,1
157135,4,4,,,4,4
157155,,,1,,1,
157179,,,1,1,1,1
157185,3,,,,3,
157239,,,4,4,4,4
157335,,,1,,1,
157350,,,21,16,21,16
157358,,,1,1,1,1
157362,,,1,,1,
157388,,,1,1,1,1
157487,,,1,,1,
157558,,,1,1,1,1
157574,1,,,,1,
157597,2,2,,,2,2
157609,2,1,,,2,1
157624,,,1,,1,
157662,2,2,,,2,2
157664,,,1,1,1,1
157684,6,3,,,6,3
157694,1,,,,1,
157757,,,8,2,8,2
157758,,,2,2,2,2
157773,1,1,1,1,2,2
157781,,,1,,1,
157788,4,,,,4,
157797,,,1,,1,
157881,1,1,,,1,1
157920,13,1,1,1,14,2
157966,,,86,14,86,14
158014,1,,,,1,
158028,1,,,,1,
158041,,,2,2,2,2
158045,2,,4,,6,
158146,,,2,2,2,2
158186,,,2,,2,
158210,,,1,1,1,1
158225,,,1,,1,
158226,,,2,,2,
158237,,,1,,1,
158301,,,1,,1,
158381,,,1,,1,
158491,,,1,,1,
158506,1,,,,1,
158510,,,1,,1,
158537,2,,,,2,
158543,,,1,,1,
158566,,,3,3,3,3
158567,,,1,,1,
158570,,,1,1,1,1
158630,1,,,,1,
158747,1,,,,1,
158801,,,1,,1,
158815,1,1,,,1,1
158860,,,1,,1,
158890,,,3,,3,
158912,,,1,1,1,1
158917,,,1,1,1,1
158955,1,,,,1,
158967,46,,4,1,50,1
158969,2,1,,,2,1
159037,,,1,1,1,1
159038,,,1,1,1,1
159044,,,1,1,1,1
159045,6,2,,,6,2
159049,,,2,2,2,2
159055,,,1,,1,
159063,1,1,,,1,1
159065,,,4,1,4,1
159107,,,1,,1,
159122,2,2,,,2,2
159170,1,,,,1,
159178,,,1,1,1,1
159197,,,2,1,2,1
159241,1,1,3,,4,1
159246,1,,,,1,
159249,,,5,2,5,2
159267,,,6,6,6,6
159302,1,,1,,2,
159333,,,1,1,1,1
159346,,,1,,1,
159392,1,1,,,1,1
159445,3,,1,1,4,1
159468,1,1,,,1,1
159475,,,1,1,1,1
159562,,,1,1,1,1
159590,,,1,1,1,1
159618,,,1,,1,
159679,,,1,,1,
159714,,,1,,1,
159723,,,1,,1,
159760,,,2,1,2,1
159771,,,1,,1,
159785,,,4,2,4,2
159799,1,1,,,1,1
159814,,,1,,1,
159837,,,1,1,1,1
159894,,,1,,1,
159932,,,1,,1,
159982,,,2,1,2,1
159983,,,26,,26,
159984,2,2,1,1,3,3
160011,1,,,,1,
160022,1,1,7,3,8,4
160068,,,1,,1,
160079,,,1,,1,
160102,,,1,,1,
160120,2,1,,,2,1
160126,,,3,,3,
160159,2,1,1,1,3,2
160164,,,1,1,1,1
160172,1,,2,,3,
160194,,,2,2,2,2
160215,,,2,2,2,2
160253,1,1,,,1,1
160256,,,1,,1,
160273,1,1,,,1,1
160307,1,1,,,1,1
160326,,,3,2,3,2
160347,1,,,,1,
160351,,,1,1,1,1
160379,,,1,1,1,1
160389,,,1,1,1,1
160416,,,1,1,1,1
160433,,,1,1,1,1
160441,1,,7,3,8,3
160460,2,,,,2,
160543,2,2,,,2,2
160545,2,2,,,2,2
160548,1,1,,,1,1
160583,1,,,,1,
160620,2,2,,,2,2
160684,1,,,,1,
160711,,,1,1,1,1
160714,,,3,2,3,2
160715,1,1,1,,2,1
160717,,,2,,2,
160720,,,1,1,1,1
160740,5,,1,1,6,1
160749,2,,,,2,
160759,1,1,,,1,1
160774,,,1,,1,
160792,1,1,,,1,1
160911,,,1,,1,
160936,,,1,,1,
160966,1,,,,1,
160978,,,1,1,1,1
161038,,,3,1,3,1
161046,,,1,,1,
161086,1,1,,,1,1
161144,1,,,,1,
161167,,,3,3,3,3
161181,,,1,,1,
161186,,,1,1,1,1
161197,,,2,2,2,2
161253,1,,,,1,
161287,2,,,,2,
161292,,,1,1,1,1
161296,2,2,9,9,11,11
161304,,,1,1,1,1
161319,1,1,,,1,1
161326,,,1,1,1,1
161366,,,1,,1,
161380,,,1,1,1,1
161415,,,3,2,3,2
161500,1,1,,,1,1
161509,,,1,,1,
161516,,,1,,1,
161521,1,1,1,,2,1
161532,1,,5,4,6,4
161593,,,1,,1,
161611,1,1,,,1,1
161653,1,1,2,1,3,2
161662,,,1,1,1,1
161664,1,1,,,1,1
161668,,,1,1,1,1
161707,,,1,,1,
161723,1,,,,1,
161725,4,3,2,2,6,5
161734,,,1,1,1,1
161784,,,1,1,1,1
161814,,,3,2,3,2
161817,,,1,1,1,1
161869,,,2,2,2,2
161882,,,64,45,64,45
161897,,,1,,1,
161904,,,1,,1,
161935,,,4,3,4,3
161941,1,,,,1,
161959,2,2,2,,4,2
161969,,,1,,1,
161976,,,3,3,3,3
162033,,,3,2,3,2
162059,,,1,1,1,1
162074,1,,,,1,
162079,,,2,,2,
162111,,,1,1,1,1
162231,,,1,,1,
162238,,,1,1,1,1
162259,1,,,,1,
162331,1,1,,,1,1
162419,,,1,,1,
162453,1,1,,,1,1
162502,,,1,1,1,1
162521,,,1,,1,
162546,3,3,,,3,3
162614,,,1,1,1,1
162621,,,1,,1,
162710,,,6,1,6,1
162886,,,43,23,43,23
162989,1,1,,,1,1
162990,,,2,,2,
162993,1,,,,1,
163004,,,1,1,1,1
163013,1,1,,,1,1
163025,,,1,,1,
163061,1,,,,1,
163083,,,1,,1,
163110,,,7,,7,
163115,1,1,,,1,1
163135,,,1,1,1,1
163142,1,1,,,1,1
163155,,,1,1,1,1
163159,,,1,,1,
163255,,,1,,1,
163302,,,1,1,1,1
163334,,,1,,1,
163351,,,1,1,1,1
163365,,,1,,1,
163381,1,,1,,2,
163419,,,1,1,1,1
163431,6,6,1,1,7,7
163441,1,,,,1,
163475,1,,,,1,
163484,,,1,,1,
163505,1,,,,1,
163516,1,1,,,1,1
163538,1,1,,,1,1
163547,,,1,1,1,1
163551,12,8,,,12,8
163564,,,9,7,9,7
163586,,,1,1,1,1
163607,1,,,,1,
163627,,,1,1,1,1
163640,16,4,,,16,4
163699,2,,16,2,18,2
163759,,,1,,1,
163786,,,1,,1,
163794,,,2,,2,
163807,1,1,2,2,3,3
163811,1,1,,,1,1
163817,1,1,,,1,1
163828,2,,,,2,
163864,1,1,,,1,1
163904,1,,,,1,
163917,1,1,,,1,1
163955,3,3,,,3,3
164015,,,2,,2,
164061,,,3,1,3,1
164106,15,,6,,21,
164127,,,1,1,1,1
164146,,,3,2,3,2
164168,,,3,2,3,2
164171,,,1,,1,
164189,,,1,1,1,1
164242,2,,,,2,
164284,3,3,1,1,4,4
164309,1,1,,,1,1
164329,,,1,,1,
164375,1,1,,,1,1
164449,1,1,,,1,1
164477,1,,,,1,
164502,2,2,,,2,2
164553,1,,,,1,
164603,1,,1,1,2,1
164627,,,2,1,2,1
164683,,,2,2,2,2
164693,1,1,,,1,1
164712,1,,,,1,
164724,,,1,,1,
164743,1,,,,1,
164767,,,2,,2,
164829,,,2,2,2,2
164967,,,2,2,2,2
164969,,,1,,1,
164978,,,3,1,3,1
165062,,,1,,1,
165143,,,1,1,1,1
165304,,,1,,1,
165323,1,,1,1,2,1
165357,,,1,1,1,1
165390,3,3,,,3,3
165436,1,,,,1,
165449,,,1,1,1,1
165454,1,1,,,1,1
165497,2,2,,,2,2
165513,1,1,,,1,1
165548,,,1,,1,
165575,,,1,,1,
165576,6,,1,,7,
165585,,,1,1,1,1
165596,1,,,,1,
165692,1,1,,,1,1
165721,,,4,,4,
165748,,,1,1,1,1
165793,2,,4,,6,
165799,1,1,,,1,1
165814,,,1,,1,
165850,,,1,,1,
165861,1,,,,1,
165895,,,1,1,1,1
165902,,,1,1,1,1
165915,,,1,,1,
165943,1,1,1,1,2,2
165975,1,,,,1,
166000,,,1,1,1,1
166069,,,1,,1,
166070,,,2,,2,
166095,,,1,1,1,1
166102,1,1,,,1,1
166144,,,1,1,1,1
166148,,,1,1,1,1
166152,,,1,,1,
166155,,,1,1,1,1
166157,1,1,,,1,1
166257,,,1,,1,
166283,,,1,,1,
166286,,,1,1,1,1
166314,1,,,,1,
166351,,,1,,1,
166358,1,,,,1,
166379,1,1,,,1,1
166381,,,1,1,1,1
166495,1,,,,1,
166503,,,1,1,1,1
166514,2,1,,,2,1
166536,,,1,1,1,1
166546,,,1,,1,
166571,,,2,,2,
166618,,,2,,2,
166622,,,2,,2,
166646,1,,,,1,
166668,,,10,8,10,8
166791,,,1,1,1,1
166792,,,1,,1,
166838,,,1,1,1,1
166878,,,1,,1,
166887,1,1,,,1,1
166972,2,2,,,2,2
167006,,,1,1,1,1
167048,1,,2,2,3,2
167050,80,8,9,,89,8
167052,1,,,,1,
167077,8,3,,,8,3
167082,1,1,,,1,1
167108,3,,29,19,32,19
167121,2,1,1,1,3,2
167143,,,1,1,1,1
167146,,,6,2,6,2
167165,1,,,,1,
167183,,,1,,1,
167194,,,1,1,1,1
167206,,,2,2,2,2
167212,,,1,1,1,1
167216,1,,,,1,
167222,,,1,,1,
167242,,,1,,1,
167248,,,1,,1,
167292,,,1,1,1,1
167327,1,,4,2,5,2
167334,1,1,,,1,1
167368,1,,2,2,3,2
167399,,,1,,1,
167410,,,1,1,1,1
167477,1,,,,1,
167514,1,1,,,1,1
167524,,,1,,1,
167631,1,,,,1,
167663,,,1,1,1,1
167708,,,2,1,2,1
167737,,,1,1,1,1
167808,,,1,1,1,1
167849,,,2,1,2,1
167863,1,1,,,1,1
167893,1,,,,1,
167895,,,2,2,2,2
167930,,,1,1,1,1
167977,2,,,,2,
168059,,,1,,1,
168084,,,1,,1,
168182,1,,,,1,
168189,8,4,,,8,4
168192,1,1,,,1,1
168193,1,,,,1,
168232,1,1,,,1,1
168239,,,1,1,1,1
168245,,,1,1,1,1
168263,,,2,,2,
168312,1,,,,1,
168313,3,2,,,3,2
168338,1,1,,,1,1
168358,,,11,,11,
168368,,,1,1,1,1
168372,,,1,1,1,1
168379,,,1,,1,
168391,,,2,1,2,1
168427,,,1,,1,
168431,1,1,,,1,1
168438,,,2,,2,
168440,2,2,2,1,4,3
168441,,,1,1,1,1
168504,3,1,,,3,1
168557,1,,,,1,
168563,,,2,,2,
168599,,,1,,1,
168605,,,1,1,1,1
168641,,,3,,3,
168688,1,1,,,1,1
168719,3,2,10,2,13,4
168724,1,1,,,1,1
168759,,,1,,1,
168776,,,1,1,1,1
168884,,,1,,1,
168945,,,3,,3,
168959,,,1,,1,
169012,22,21,1,1,23,22
169016,,,2,1,2,1
169055,,,1,1,1,1
169078,,,1,1,1,1
169081,4,4,1,1,5,5
169099,1,,,,1,
169110,,,1,,1,
169123,1,,,,1,
169138,1,1,,,1,1
169139,1,1,,,1,1
169149,,,7,6,7,6
169186,1,1,,,1,1
169232,3,2,,,3,2
169291,,,1,1,1,1
169312,,,1,,1,
169313,,,1,,1,
169331,,,2,,2,
169376,,,1,,1,
169406,,,1,1,1,1
169505,1,,1,,2,
169513,,,1,,1,
169557,13,7,,,13,7
169622,5,1,,,5,1
169659,,,2,2,2,2
169742,,,1,,1,
169755,,,1,,1,
169810,,,3,2,3,2
169878,,,1,1,1,1
169880,,,1,,1,
169901,,,1,,1,
169915,,,1,1,1,1
169938,,,2,2,2,2
169948,,,1,,1,
169986,,,1,,1,
169988,1,,,,1,
170075,1,,,,1,
170141,,,1,1,1,1
170192,1,,,,1,
170256,3,3,,,3,3
170277,1,,,,1,
170278,10,1,,,10,1
170345,,,1,,1,
170384,1,1,,,1,1
170387,,,1,,1,
170388,4,3,,,4,3
170398,1,,,,1,
170425,1,,1,,2,
170432,1,,,,1,
170481,4,4,4,2,8,6
170538,,,1,1,1,1
170598,,,1,,1,
170602,1,1,,,1,1
170617,,,1,,1,
170619,2,,,,2,
170643,,,1,1,1,1
170676,1,1,2,1,3,2
170704,,,1,1,1,1
170707,,,1,1,1,1
170719,,,2,,2,
170770,,,1,1,1,1
170802,2,1,,,2,1
170806,,,2,1,2,1
170811,,,1,,1,
170845,,,1,,1,
170848,15,13,1,1,16,14
170862,,,23,4,23,4
170966,1,,,,1,
171008,,,1,1,1,1
171020,,,1,1,1,1
171119,,,16,13,16,13
171126,,,1,,1,
171128,,,1,,1,
171179,,,1,,1,
171197,,,1,,1,
171225,1,,,,1,
171243,,,1,1,1,1
171251,,,1,,1,
171335,2,,,,2,
171362,,,1,,1,
171383,,,1,,1,
171395,1,1,,,1,1
171420,,,1,1,1,1
171438,1,,,,1,
171444,,,4,4,4,4
171451,,,1,,1,
171457,,,1,,1,
171468,1,1,,,1,1
171469,1,,,,1,
171512,2,2,,,2,2
171642,1,,,,1,
171662,1,,1,,2,
171672,,,1,1,1,1
171682,1,1,,,1,1
171685,10,,,,10,
171708,,,2,2,2,2
171721,,,2,2,2,2
171735,,,1,,1,
171749,,,1,,1,
171751,1,1,,,1,1
171759,,,1,,1,
171811,2,1,,,2,1
171822,,,1,,1,
171874,,,2,2,2,2
171875,1,1,,,1,1
171883,,,1,1,1,1
171890,,,1,,1,
171908,,,1,,1,
171937,,,3,,3,
171942,2,1,,,2,1
171969,,,1,,1,
171974,1,1,,,1,1
171995,,,2,,2,
172053,1,1,,,1,1
172098,1,,,,1,
172138,,,1,,1,
172163,2,1,,,2,1
172192,3,2,,,3,2
172242,,,1,,1,
172256,,,1,1,1,1
172263,1,1,,,1,1
172269,3,1,1,1,4,2
172344,1,,,,1,
172362,,,1,1,1,1
172398,,,1,1,1,1
172399,,,2,,2,
172420,4,1,,,4,1
172427,,,3,,3,
172432,,,1,1,1,1
172471,,,1,1,1,1
172518,1,,,,1,
172565,,,1,,1,
172574,,,6,,6,
172599,,,1,,1,
172600,1,,,,1,
172638,,,1,,1,
172709,1,,,,1,
172721,,,1,1,1,1
172765,,,1,1,1,1
172773,1,,,,1,
172774,,,1,,1,
172807,1,,,,1,
172826,1,,,,1,
172835,,,1,1,1,1
172836,,,3,2,3,2
172862,,,1,,1,
172951,1,,,,1,
172997,,,1,1,1,1
173020,1,,,,1,
173073,41,3,,,41,3
173074,,,1,,1,
173139,,,1,1,1,1
173165,,,5,5,5,5
173177,2,,,,2,
173178,2,1,,,2,1
173179,,,1,1,1,1
173203,,,1,1,1,1
173216,,,1,1,1,1
173220,,,2,,2,
173244,1,1,,,1,1
173247,,,1,1,1,1
173259,25,12,,,25,12
173328,1,1,,,1,1
173370,,,3,3,3,3
173405,,,1,,1,
173409,,,1,1,1,1
173437,,,1,1,1,1
173501,,,2,,2,
173520,1,,,,1,
173551,,,2,,2,
173582,,,1,1,1,1
173614,,,1,1,1,1
173627,,,1,1,1,1
173673,,,2,2,2,2
173698,1,1,,,1,1
173772,,,2,2,2,2
173780,,,1,,1,
173794,,,1,,1,
173801,1,,,,1,
173834,1,1,,,1,1
173846,1,,,,1,
173878,1,,,,1,
173881,,,1,1,1,1
173895,,,1,1,1,1
173904,,,1,,1,
173914,,,3,,3,
173919,4,1,,,4,1
173996,8,6,,,8,6
174008,,,2,1,2,1
174009,,,1,,1,
174092,,,2,1,2,1
174118,,,3,1,3,1
174130,1,1,,,1,1
174154,1,,,,1,
174183,1,1,,,1,1
174194,,,1,,1,
174262,1,1,,,1,1
174264,,,7,5,7,5
174275,1,1,,,1,1
174301,1,,,,1,
174357,1,1,,,1,1
174379,1,1,,,1,1
174440,1,1,,,1,1
174448,1,,1,,2,
174501,,,1,,1,
174520,,,1,,1,
174522,,,1,1,1,1
174585,,,1,1,1,1
174629,1,1,,,1,1
174699,1,1,,,1,1
174701,1,,,,1,
174704,,,1,1,1,1
174709,1,1,1,1,2,2
174710,,,1,,1,
174713,,,3,1,3,1
174731,,,1,,1,
174747,,,5,,5,
174758,,,1,1,1,1
174763,1,,,,1,
174768,,,1,1,1,1
174769,,,3,1,3,1
174801,,,1,1,1,1
174806,1,,,,1,
174821,,,1,1,1,1
174826,,,1,,1,
174830,,,4,2,4,2
174843,1,,,,1,
174863,1,1,,,1,1
174905,35,27,1,,36,27
174985,2,,,,2,
175030,,,1,,1,
175050,,,4,3,4,3
175077,,,1,,1,
175231,,,1,,1,
175236,2,1,,,2,1
175245,1,,2,,3,
175262,,,1,,1,
175329,,,7,4,7,4
175341,,,1,,1,
175342,,,13,1,13,1
175382,,,1,,1,
175383,,,1,,1,
175392,1,,,,1,
175446,,,1,,1,
175485,,,1,,1,
175525,,,1,,1,
175541,,,8,,8,
175563,2,2,,,2,2
175571,,,1,,1,
175575,1,1,,,1,1
175586,1,1,,,1,1
175619,,,1,,1,
175674,,,2,1,2,1
175709,,,1,,1,
175792,2,2,,,2,2
175854,,,2,2,2,2
175860,,,9,,9,
175881,,,1,,1,
175890,3,3,,,3,3
175912,2,2,,,2,2
175958,5,,,,5,
175996,1,,,,1,
176012,1,,,,1,
176017,1,,,,1,
176035,,,2,,2,
176053,1,1,,,1,1
176057,,,4,3,4,3
176058,,,5,,5,
