EID,BR_COUNT,NORMAL_BR,END_BR,WS_BR,BS_BR,BS_NORMAL_BR,BS_END_BR,WS_NORMAL_BR,WS_END_BR,BRLIVE,BS_END_BR_LIVE,WS_END_BR_LIVE,BRLIVE_AVG,BS_END_BR_LIVE_AVG,WS_END_BR_LIVE_AVG
125894,1,0,1,0,1,0,1,0,0,3.0,3.0,0.0,3.0,3.0,
125915,1,1,0,0,1,1,0,0,0,,,,,,
125934,1,1,0,1,0,0,0,1,0,,,,,,
125968,1,0,1,1,0,0,0,0,1,2.0,0.0,2.0,2.0,,2.0
125975,1,1,0,0,1,1,0,0,0,,,,,,
126024,1,1,0,0,1,1,0,0,0,,,,,,
126078,1,0,1,1,0,0,0,0,1,3.0,0.0,3.0,3.0,,3.0
126120,1,0,1,0,1,0,1,0,0,3.0,3.0,0.0,3.0,3.0,
126141,4,1,3,0,4,1,3,0,0,10.0,10.0,0.0,3.3333333333333335,3.3333333333333335,
126196,1,0,1,1,0,0,0,0,1,2.0,0.0,2.0,2.0,,2.0
126199,1,1,0,0,1,1,0,0,0,,,,,,
126231,1,1,0,1,0,0,0,1,0,,,,,,
126236,3,2,1,3,0,0,0,2,1,2.0,0.0,2.0,2.0,,2.0
126244,1,1,0,1,0,0,0,1,0,,,,,,
126260,1,0,1,0,1,0,1,0,0,2.0,2.0,0.0,2.0,2.0,
126277,1,0,1,0,1,0,1,0,0,5.0,5.0,0.0,5.0,5.0,
126328,1,1,0,0,1,1,0,0,0,,,,,,
126330,1,1,0,0,1,1,0,0,0,,,,,,
126355,6,4,2,0,6,4,2,0,0,32.0,32.0,0.0,16.0,16.0,
126372,1,1,0,0,1,1,0,0,0,,,,,,
126384,1,1,0,0,1,1,0,0,0,,,,,,
126415,1,0,1,1,0,0,0,0,1,2.0,0.0,2.0,2.0,,2.0
126427,1,0,1,1,0,0,0,0,1,1.0,0.0,1.0,1.0,,1.0
126433,1,1,0,1,0,0,0,1,0,,,,,,
126449,1,1,0,1,0,0,0,1,0,,,,,,
126520,1,0,1,0,1,0,1,0,0,4.0,4.0,0.0,4.0,4.0,
126528,1,1,0,0,1,1,0,0,0,,,,,,
126537,1,0,1,0,1,0,1,0,0,8.0,8.0,0.0,8.0,8.0,
126643,2,2,0,0,2,2,0,0,0,,,,,,
126685,1,0,1,0,1,0,1,0,0,8.0,8.0,0.0,8.0,8.0,
126694,1,0,1,1,0,0,0,0,1,2.0,0.0,2.0,2.0,,2.0
126706,1,1,0,0,1,1,0,0,0,,,,,,
126707,2,2,0,0,2,2,0,0,0,,,,,,
126732,1,0,1,0,1,0,1,0,0,4.0,4.0,0.0,4.0,4.0,
126774,1,0,1,0,1,0,1,0,0,2.0,2.0,0.0,2.0,2.0,
126804,2,1,1,1,1,1,0,0,1,4.0,0.0,4.0,4.0,,4.0
126805,1,0,1,0,1,0,1,0,0,1.0,1.0,0.0,1.0,1.0,
126851,1,0,1,1,0,0,0,0,1,2.0,0.0,2.0,2.0,,2.0
126855,2,1,1,2,0,0,0,1,1,5.0,0.0,5.0,5.0,,5.0
126876,1,0,1,0,1,0,1,0,0,21.0,21.0,0.0,21.0,21.0,
126887,1,0,1,0,1,0,1,0,0,9.0,9.0,0.0,9.0,9.0,
127007,1,1,0,1,0,0,0,1,0,,,,,,
127011,1,0,1,0,1,0,1,0,0,1.0,1.0,0.0,1.0,1.0,
127077,2,1,1,1,1,0,1,1,0,1.0,1.0,0.0,1.0,1.0,
127103,1,1,0,0,1,1,0,0,0,,,,,,
127109,1,1,0,1,0,0,0,1,0,,,,,,
127142,1,1,0,0,1,1,0,0,0,,,,,,
127169,1,0,1,0,1,0,1,0,0,4.0,4.0,0.0,4.0,4.0,
127172,8,5,3,7,1,0,1,5,2,1.0,1.0,0.0,0.3333333333333333,1.0,0.0
127194,3,1,2,0,3,1,2,0,0,8.0,8.0,0.0,4.0,4.0,
127237,1,0,1,1,0,0,0,0,1,3.0,0.0,3.0,3.0,,3.0
127307,1,0,1,0,1,0,1,0,0,5.0,5.0,0.0,5.0,5.0,
127308,49,33,16,25,24,11,13,22,3,101.0,84.0,17.0,6.3125,6.461538461538462,5.666666666666667
127340,1,1,0,0,1,1,0,0,0,,,,,,
127363,1,0,1,1,0,0,0,0,1,1.0,0.0,1.0,1.0,,1.0
127376,1,1,0,0,1,1,0,0,0,,,,,,
127404,1,1,0,1,0,0,0,1,0,,,,,,
127441,1,0,1,0,1,0,1,0,0,3.0,3.0,0.0,3.0,3.0,
127546,3,3,0,0,3,3,0,0,0,,,,,,
127559,1,0,1,0,1,0,1,0,0,1.0,1.0,0.0,1.0,1.0,
127564,1,1,0,0,1,1,0,0,0,,,,,,
127586,3,3,0,3,0,0,0,3,0,,,,,,
127609,1,1,0,1,0,0,0,1,0,,,,,,
127708,2,2,0,0,2,2,0,0,0,,,,,,
127719,1,0,1,0,1,0,1,0,0,11.0,11.0,0.0,11.0,11.0,
127730,1,1,0,0,1,1,0,0,0,,,,,,
127737,1,1,0,0,1,1,0,0,0,,,,,,
127739,5,2,3,5,0,0,0,2,3,3.0,0.0,3.0,1.0,,1.0
127756,3,3,0,3,0,0,0,3,0,,,,,,
127760,1,0,1,0,1,0,1,0,0,9.0,9.0,0.0,9.0,9.0,
127763,1,0,1,0,1,0,1,0,0,1.0,1.0,0.0,1.0,1.0,
127773,1,1,0,1,0,0,0,1,0,,,,,,
127808,1,0,1,1,0,0,0,0,1,1.0,0.0,1.0,1.0,,1.0
127832,4,4,0,4,0,0,0,4,0,,,,,,
127956,1,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0.0,,0.0
127985,1,1,0,0,1,1,0,0,0,,,,,,
127996,1,1,0,0,1,1,0,0,0,,,,,,
128004,1,0,1,1,0,0,0,0,1,2.0,0.0,2.0,2.0,,2.0
128016,7,1,6,0,7,1,6,0,0,42.0,42.0,0.0,7.0,7.0,
128025,1,1,0,1,0,0,0,1,0,,,,,,
128041,1,1,0,1,0,0,0,1,0,,,,,,
128109,2,1,1,1,1,1,0,0,1,3.0,0.0,3.0,3.0,,3.0
128159,1,1,0,1,0,0,0,1,0,,,,,,
128222,1,1,0,0,1,1,0,0,0,,,,,,
128238,1,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0.0,,0.0
128250,1,0,1,0,1,0,1,0,0,1.0,1.0,0.0,1.0,1.0,
128289,1,1,0,0,1,1,0,0,0,,,,,,
128315,1,1,0,0,1,1,0,0,0,,,,,,
128319,2,1,1,2,0,0,0,1,1,7.0,0.0,7.0,7.0,,7.0
128328,1,0,1,1,0,0,0,0,1,1.0,0.0,1.0,1.0,,1.0
128329,1,1,0,0,1,1,0,0,0,,,,,,
128466,2,0,2,0,2,0,2,0,0,4.0,4.0,0.0,2.0,2.0,
128488,21,14,7,20,1,0,1,14,6,37.0,9.0,28.0,5.285714285714286,9.0,4.666666666666667
128492,1,1,0,0,1,1,0,0,0,,,,,,
128535,1,0,1,0,1,0,1,0,0,7.0,7.0,0.0,7.0,7.0,
128550,1,1,0,0,1,1,0,0,0,,,,,,
128553,1,0,1,1,0,0,0,0,1,2.0,0.0,2.0,2.0,,2.0
128578,2,2,0,0,2,2,0,0,0,,,,,,
128587,5,3,2,5,0,0,0,3,2,1.0,0.0,1.0,0.5,,0.5
128629,1,1,0,1,0,0,0,1,0,,,,,,
128647,2,2,0,0,2,2,0,0,0,,,,,,
128680,1,0,1,0,1,0,1,0,0,8.0,8.0,0.0,8.0,8.0,
128698,1,0,1,0,1,0,1,0,0,3.0,3.0,0.0,3.0,3.0,
128701,1,1,0,1,0,0,0,1,0,,,,,,
128745,1,0,1,1,0,0,0,0,1,3.0,0.0,3.0,3.0,,3.0
128747,1,0,1,0,1,0,1,0,0,2.0,2.0,0.0,2.0,2.0,
128780,1,0,1,0,1,0,1,0,0,1.0,1.0,0.0,1.0,1.0,
128782,1,0,1,0,1,0,1,0,0,4.0,4.0,0.0,4.0,4.0,
128805,1,1,0,0,1,1,0,0,0,,,,,,
128822,3,1,2,0,3,1,2,0,0,9.0,9.0,0.0,4.5,4.5,
128829,8,1,7,0,8,1,7,0,0,136.0,136.0,0.0,19.428571428571427,19.428571428571427,
128869,3,3,0,3,0,0,0,3,0,,,,,,
128896,1,1,0,0,1,1,0,0,0,,,,,,
128933,2,1,1,0,2,1,1,0,0,4.0,4.0,0.0,4.0,4.0,
129042,1,1,0,0,1,1,0,0,0,,,,,,
129057,1,1,0,0,1,1,0,0,0,,,,,,
129115,1,1,0,1,0,0,0,1,0,,,,,,
129116,1,0,1,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,
129118,1,1,0,1,0,0,0,1,0,,,,,,
129135,1,0,1,0,1,0,1,0,0,4.0,4.0,0.0,4.0,4.0,
129164,1,1,0,0,1,1,0,0,0,,,,,,
129169,1,1,0,1,0,0,0,1,0,,,,,,
129182,3,2,1,0,3,2,1,0,0,11.0,11.0,0.0,11.0,11.0,
129276,8,1,7,0,8,1,7,0,0,57.0,57.0,0.0,8.142857142857142,8.142857142857142,
129311,7,7,0,7,0,0,0,7,0,,,,,,
129339,6,0,6,4,2,0,2,0,4,12.0,7.0,5.0,2.0,3.5,1.25
129415,19,15,4,7,12,9,3,6,1,10.0,6.0,4.0,2.5,2.0,4.0
129428,1,1,0,0,1,1,0,0,0,,,,,,
129448,1,1,0,1,0,0,0,1,0,,,,,,
129513,21,21,0,21,0,0,0,21,0,,,,,,
129536,1,1,0,0,1,1,0,0,0,,,,,,
129537,1,0,1,1,0,0,0,0,1,2.0,0.0,2.0,2.0,,2.0
129540,1,1,0,0,1,1,0,0,0,,,,,,
129544,1,0,1,0,1,0,1,0,0,2.0,2.0,0.0,2.0,2.0,
129553,1,0,1,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,
129565,1,1,0,0,1,1,0,0,0,,,,,,
129627,3,2,1,3,0,0,0,2,1,2.0,0.0,2.0,2.0,,2.0
129655,4,1,3,2,2,1,1,0,2,14.0,7.0,7.0,4.666666666666667,7.0,3.5
129694,3,3,0,3,0,0,0,3,0,,,,,,
129778,15,14,1,0,15,14,1,0,0,3.0,3.0,0.0,3.0,3.0,
129805,1,0,1,0,1,0,1,0,0,1.0,1.0,0.0,1.0,1.0,
129814,1,1,0,1,0,0,0,1,0,,,,,,
129815,1,1,0,1,0,0,0,1,0,,,,,,
129850,1,0,1,1,0,0,0,0,1,5.0,0.0,5.0,5.0,,5.0
129871,1,1,0,1,0,0,0,1,0,,,,,,
129879,1,0,1,0,1,0,1,0,0,2.0,2.0,0.0,2.0,2.0,
129911,1,0,1,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,
129976,1,0,1,0,1,0,1,0,0,2.0,2.0,0.0,2.0,2.0,
129985,1,1,0,1,0,0,0,1,0,,,,,,
130017,1,0,1,0,1,0,1,0,0,4.0,4.0,0.0,4.0,4.0,
130018,1,1,0,0,1,1,0,0,0,,,,,,
130167,2,2,0,1,1,1,0,1,0,,,,,,
130181,2,1,1,0,2,1,1,0,0,3.0,3.0,0.0,3.0,3.0,
130187,4,4,0,4,0,0,0,4,0,,,,,,
130261,1,1,0,0,1,1,0,0,0,,,,,,
130320,1,0,1,1,0,0,0,0,1,5.0,0.0,5.0,5.0,,5.0
130353,1,1,0,0,1,1,0,0,0,,,,,,
130371,1,0,1,0,1,0,1,0,0,5.0,5.0,0.0,5.0,5.0,
130419,1,1,0,0,1,1,0,0,0,,,,,,
130422,1,1,0,0,1,1,0,0,0,,,,,,
130450,2,2,0,2,0,0,0,2,0,,,,,,
130458,1,1,0,1,0,0,0,1,0,,,,,,
130516,11,1,10,0,11,1,10,0,0,38.0,38.0,0.0,3.8,3.8,
130540,16,0,16,0,16,0,16,0,0,41.0,41.0,0.0,2.5625,2.5625,
130572,16,5,11,15,1,0,1,5,10,59.0,8.0,51.0,5.363636363636363,8.0,5.1
130610,1,1,0,0,1,1,0,0,0,,,,,,
130618,1,1,0,0,1,1,0,0,0,,,,,,
130695,7,7,0,7,0,0,0,7,0,,,,,,
130899,1,1,0,1,0,0,0,1,0,,,,,,
130906,1,1,0,1,0,0,0,1,0,,,,,,
130916,1,1,0,1,0,0,0,1,0,,,,,,
130934,1,1,0,0,1,1,0,0,0,,,,,,
130941,5,4,1,5,0,0,0,4,1,1.0,0.0,1.0,1.0,,1.0
130949,1,1,0,1,0,0,0,1,0,,,,,,
130998,1,0,1,1,0,0,0,0,1,16.0,0.0,16.0,16.0,,16.0
131025,1,0,1,1,0,0,0,0,1,3.0,0.0,3.0,3.0,,3.0
131033,4,1,3,3,1,1,0,0,3,7.0,0.0,7.0,2.3333333333333335,,2.3333333333333335
131064,1,1,0,0,1,1,0,0,0,,,,,,
131118,1,0,1,0,1,0,1,0,0,2.0,2.0,0.0,2.0,2.0,
131123,10,1,9,3,7,1,6,0,3,20.0,15.0,5.0,2.2222222222222223,2.5,1.6666666666666667
131190,1,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0.0,,0.0
131277,1,0,1,1,0,0,0,0,1,5.0,0.0,5.0,5.0,,5.0
131286,1,0,1,1,0,0,0,0,1,3.0,0.0,3.0,3.0,,3.0
131310,2,2,0,0,2,2,0,0,0,,,,,,
131341,1,1,0,0,1,1,0,0,0,,,,,,
131366,1,1,0,0,1,1,0,0,0,,,,,,
131400,1,0,1,0,1,0,1,0,0,6.0,6.0,0.0,6.0,6.0,
131432,1,0,1,0,1,0,1,0,0,3.0,3.0,0.0,3.0,3.0,
131447,1,0,1,0,1,0,1,0,0,3.0,3.0,0.0,3.0,3.0,
131509,1,0,1,1,0,0,0,0,1,1.0,0.0,1.0,1.0,,1.0
131529,3,0,3,3,0,0,0,0,3,4.0,0.0,4.0,1.3333333333333333,,1.3333333333333333
131576,10,3,7,1,9,3,6,0,1,17.0,16.0,1.0,2.4285714285714284,2.6666666666666665,1.0
131584,3,2,1,0,3,2,1,0,0,6.0,6.0,0.0,6.0,6.0,
131588,1,1,0,0,1,1,0,0,0,,,,,,
131649,3,0,3,1,2,0,2,0,1,12.0,10.0,2.0,4.0,5.0,2.0
131650,1,0,1,1,0,0,0,0,1,2.0,0.0,2.0,2.0,,2.0
131659,1,0,1,0,1,0,1,0,0,6.0,6.0,0.0,6.0,6.0,
131708,1,1,0,1,0,0,0,1,0,,,,,,
131721,2,1,1,0,2,1,1,0,0,7.0,7.0,0.0,7.0,7.0,
131777,1,1,0,0,1,1,0,0,0,,,,,,
131779,3,0,3,3,0,0,0,0,3,8.0,0.0,8.0,2.6666666666666665,,2.6666666666666665
131800,14,13,1,0,14,13,1,0,0,4.0,4.0,0.0,4.0,4.0,
131895,2,0,2,0,2,0,2,0,0,4.0,4.0,0.0,2.0,2.0,
131929,1,0,1,1,0,0,0,0,1,3.0,0.0,3.0,3.0,,3.0
131934,5,1,4,0,5,1,4,0,0,19.0,19.0,0.0,4.75,4.75,
131970,1,0,1,1,0,0,0,0,1,2.0,0.0,2.0,2.0,,2.0
131972,7,1,6,0,7,1,6,0,0,27.0,27.0,0.0,4.5,4.5,
131973,1,0,1,0,1,0,1,0,0,1.0,1.0,0.0,1.0,1.0,
132027,1,1,0,0,1,1,0,0,0,,,,,,
132050,2,2,0,2,0,0,0,2,0,,,,,,
132058,1,1,0,0,1,1,0,0,0,,,,,,
132076,1,1,0,0,1,1,0,0,0,,,,,,
132112,1,1,0,0,1,1,0,0,0,,,,,,
132151,1,0,1,1,0,0,0,0,1,1.0,0.0,1.0,1.0,,1.0
132153,1,1,0,1,0,0,0,1,0,,,,,,
132173,1,0,1,1,0,0,0,0,1,1.0,0.0,1.0,1.0,,1.0
132194,7,3,4,5,2,2,0,1,4,19.0,0.0,19.0,4.75,,4.75
132214,2,1,1,0,2,1,1,0,0,5.0,5.0,0.0,5.0,5.0,
132269,1,0,1,0,1,0,1,0,0,11.0,11.0,0.0,11.0,11.0,
132301,1,0,1,1,0,0,0,0,1,3.0,0.0,3.0,3.0,,3.0
132342,1,0,1,0,1,0,1,0,0,2.0,2.0,0.0,2.0,2.0,
132347,1,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0.0,,0.0
132432,2,2,0,2,0,0,0,2,0,,,,,,
132433,1,0,1,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,
132463,3,1,2,2,1,1,0,0,2,3.0,0.0,3.0,1.5,,1.5
132465,9,6,3,6,3,2,1,4,2,6.0,3.0,3.0,2.0,3.0,1.5
132515,1,1,0,0,1,1,0,0,0,,,,,,
132543,1,0,1,0,1,0,1,0,0,6.0,6.0,0.0,6.0,6.0,
132557,2,1,1,2,0,0,0,1,1,0.0,0.0,0.0,0.0,,0.0
132558,1,1,0,1,0,0,0,1,0,,,,,,
132563,1,1,0,0,1,1,0,0,0,,,,,,
132587,2,1,1,0,2,1,1,0,0,4.0,4.0,0.0,4.0,4.0,
132658,5,3,2,4,1,1,0,2,2,15.0,0.0,15.0,7.5,,7.5
132711,2,2,0,0,2,2,0,0,0,,,,,,
132716,1,0,1,0,1,0,1,0,0,1.0,1.0,0.0,1.0,1.0,
132742,2,0,2,2,0,0,0,0,2,3.0,0.0,3.0,1.5,,1.5
132745,1,1,0,0,1,1,0,0,0,,,,,,
132802,1,1,0,1,0,0,0,1,0,,,,,,
132832,10,6,4,10,0,0,0,6,4,18.0,0.0,18.0,4.5,,4.5
132841,1,0,1,0,1,0,1,0,0,6.0,6.0,0.0,6.0,6.0,
132848,1,0,1,0,1,0,1,0,0,5.0,5.0,0.0,5.0,5.0,
132870,1,1,0,0,1,1,0,0,0,,,,,,
132912,1,1,0,1,0,0,0,1,0,,,,,,
132922,1,1,0,1,0,0,0,1,0,,,,,,
132962,2,1,1,0,2,1,1,0,0,8.0,8.0,0.0,8.0,8.0,
132975,6,5,1,6,0,0,0,5,1,3.0,0.0,3.0,3.0,,3.0
132986,4,0,4,4,0,0,0,0,4,31.0,0.0,31.0,7.75,,7.75
133011,6,0,6,0,6,0,6,0,0,7.0,7.0,0.0,1.1666666666666667,1.1666666666666667,
133102,2,2,0,1,1,1,0,1,0,,,,,,
133110,2,1,1,0,2,1,1,0,0,27.0,27.0,0.0,27.0,27.0,
133113,4,3,1,0,4,3,1,0,0,2.0,2.0,0.0,2.0,2.0,
133116,2,0,2,0,2,0,2,0,0,6.0,6.0,0.0,3.0,3.0,
133176,1,1,0,0,1,1,0,0,0,,,,,,
133195,1,1,0,0,1,1,0,0,0,,,,,,
133256,1,0,1,1,0,0,0,0,1,1.0,0.0,1.0,1.0,,1.0
133280,2,1,1,0,2,1,1,0,0,3.0,3.0,0.0,3.0,3.0,
133328,4,0,4,0,4,0,4,0,0,75.0,75.0,0.0,18.75,18.75,
133333,2,1,1,1,1,0,1,1,0,2.0,2.0,0.0,2.0,2.0,
133346,1,0,1,0,1,0,1,0,0,7.0,7.0,0.0,7.0,7.0,
133375,1,0,1,0,1,0,1,0,0,8.0,8.0,0.0,8.0,8.0,
133382,1,1,0,0,1,1,0,0,0,,,,,,
133420,1,0,1,0,1,0,1,0,0,7.0,7.0,0.0,7.0,7.0,
133430,2,0,2,0,2,0,2,0,0,14.0,14.0,0.0,7.0,7.0,
133469,1,1,0,0,1,1,0,0,0,,,,,,
133483,1,1,0,0,1,1,0,0,0,,,,,,
133495,1,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0.0,,0.0
133619,14,14,0,14,0,0,0,14,0,,,,,,
133635,1,1,0,0,1,1,0,0,0,,,,,,
133671,2,0,2,2,0,0,0,0,2,2.0,0.0,2.0,1.0,,1.0
133709,1,0,1,0,1,0,1,0,0,10.0,10.0,0.0,10.0,10.0,
133711,1,1,0,0,1,1,0,0,0,,,,,,
133712,1,0,1,0,1,0,1,0,0,6.0,6.0,0.0,6.0,6.0,
133720,1,0,1,1,0,0,0,0,1,5.0,0.0,5.0,5.0,,5.0
133761,1,0,1,0,1,0,1,0,0,8.0,8.0,0.0,8.0,8.0,
133763,1,1,0,0,1,1,0,0,0,,,,,,
133766,1,0,1,0,1,0,1,0,0,9.0,9.0,0.0,9.0,9.0,
133767,2,0,2,0,2,0,2,0,0,1.0,1.0,0.0,0.5,0.5,
133781,1,1,0,1,0,0,0,1,0,,,,,,
133863,1,1,0,0,1,1,0,0,0,,,,,,
133874,1,0,1,1,0,0,0,0,1,2.0,0.0,2.0,2.0,,2.0
133903,2,2,0,2,0,0,0,2,0,,,,,,
133942,2,2,0,0,2,2,0,0,0,,,,,,
133946,2,1,1,0,2,1,1,0,0,1.0,1.0,0.0,1.0,1.0,
133973,1,1,0,0,1,1,0,0,0,,,,,,
133982,1,0,1,0,1,0,1,0,0,3.0,3.0,0.0,3.0,3.0,
134100,1,1,0,0,1,1,0,0,0,,,,,,
134103,1,1,0,0,1,1,0,0,0,,,,,,
134151,1,1,0,1,0,0,0,1,0,,,,,,
134165,2,1,1,0,2,1,1,0,0,9.0,9.0,0.0,9.0,9.0,
134183,11,1,10,10,1,0,1,1,9,29.0,3.0,26.0,2.9,3.0,2.888888888888889
134202,1,0,1,1,0,0,0,0,1,2.0,0.0,2.0,2.0,,2.0
134205,1,1,0,0,1,1,0,0,0,,,,,,
134225,1,1,0,0,1,1,0,0,0,,,,,,
134238,1,0,1,0,1,0,1,0,0,5.0,5.0,0.0,5.0,5.0,
134241,1,1,0,0,1,1,0,0,0,,,,,,
134255,1,1,0,0,1,1,0,0,0,,,,,,
134300,1,1,0,0,1,1,0,0,0,,,,,,
134305,1,0,1,0,1,0,1,0,0,1.0,1.0,0.0,1.0,1.0,
134309,1,0,1,0,1,0,1,0,0,4.0,4.0,0.0,4.0,4.0,
134340,1,1,0,0,1,1,0,0,0,,,,,,
134345,2,0,2,0,2,0,2,0,0,8.0,8.0,0.0,4.0,4.0,
134350,1,1,0,0,1,1,0,0,0,,,,,,
134380,1,1,0,1,0,0,0,1,0,,,,,,
134399,1,0,1,1,0,0,0,0,1,2.0,0.0,2.0,2.0,,2.0
134404,1,1,0,0,1,1,0,0,0,,,,,,
134409,1,0,1,0,1,0,1,0,0,3.0,3.0,0.0,3.0,3.0,
134451,1,0,1,1,0,0,0,0,1,1.0,0.0,1.0,1.0,,1.0
134452,79,70,9,0,79,70,9,0,0,32.0,32.0,0.0,3.5555555555555554,3.5555555555555554,
134462,1,1,0,0,1,1,0,0,0,,,,,,
134466,1,0,1,0,1,0,1,0,0,3.0,3.0,0.0,3.0,3.0,
134487,2,0,2,0,2,0,2,0,0,23.0,23.0,0.0,11.5,11.5,
134513,5,1,4,3,2,1,1,0,3,21.0,5.0,16.0,5.25,5.0,5.333333333333333
134517,15,9,6,0,15,9,6,0,0,29.0,29.0,0.0,4.833333333333333,4.833333333333333,
134608,7,1,6,6,1,0,1,1,5,30.0,8.0,22.0,5.0,8.0,4.4
134637,2,0,2,0,2,0,2,0,0,0.0,0.0,0.0,0.0,0.0,
134649,1,0,1,0,1,0,1,0,0,10.0,10.0,0.0,10.0,10.0,
134655,1,1,0,0,1,1,0,0,0,,,,,,
134737,4,0,4,0,4,0,4,0,0,46.0,46.0,0.0,11.5,11.5,
134765,1,1,0,1,0,0,0,1,0,,,,,,
134766,1,1,0,0,1,1,0,0,0,,,,,,
134805,1,0,1,1,0,0,0,0,1,3.0,0.0,3.0,3.0,,3.0
134809,1,0,1,1,0,0,0,0,1,2.0,0.0,2.0,2.0,,2.0
134825,1,1,0,0,1,1,0,0,0,,,,,,
134957,6,5,1,0,6,5,1,0,0,1.0,1.0,0.0,1.0,1.0,
134959,2,1,1,1,1,0,1,1,0,2.0,2.0,0.0,2.0,2.0,
135006,1,1,0,0,1,1,0,0,0,,,,,,
135008,2,2,0,1,1,1,0,1,0,,,,,,
135011,1,0,1,0,1,0,1,0,0,3.0,3.0,0.0,3.0,3.0,
135092,18,5,13,13,5,0,5,5,8,51.0,20.0,31.0,3.923076923076923,4.0,3.875
135098,3,1,2,0,3,1,2,0,0,12.0,12.0,0.0,6.0,6.0,
135152,1,1,0,1,0,0,0,1,0,,,,,,
135174,1,0,1,1,0,0,0,0,1,2.0,0.0,2.0,2.0,,2.0
135228,1,0,1,0,1,0,1,0,0,2.0,2.0,0.0,2.0,2.0,
135232,2,0,2,0,2,0,2,0,0,18.0,18.0,0.0,9.0,9.0,
135278,4,0,4,0,4,0,4,0,0,9.0,9.0,0.0,2.25,2.25,
135297,1,0,1,0,1,0,1,0,0,2.0,2.0,0.0,2.0,2.0,
135302,3,2,1,3,0,0,0,2,1,1.0,0.0,1.0,1.0,,1.0
135313,1,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0.0,,0.0
135316,1,1,0,0,1,1,0,0,0,,,,,,
135338,5,5,0,5,0,0,0,5,0,,,,,,
135351,1,1,0,1,0,0,0,1,0,,,,,,
135415,1,1,0,1,0,0,0,1,0,,,,,,
135437,3,0,3,3,0,0,0,0,3,15.0,0.0,15.0,5.0,,5.0
135453,2,0,2,0,2,0,2,0,0,3.0,3.0,0.0,1.5,1.5,
135471,1,0,1,1,0,0,0,0,1,1.0,0.0,1.0,1.0,,1.0
135499,2,1,1,1,1,1,0,0,1,6.0,0.0,6.0,6.0,,6.0
135523,1,1,0,1,0,0,0,1,0,,,,,,
135549,1,0,1,0,1,0,1,0,0,1.0,1.0,0.0,1.0,1.0,
135570,1,0,1,0,1,0,1,0,0,7.0,7.0,0.0,7.0,7.0,
135581,1,0,1,1,0,0,0,0,1,7.0,0.0,7.0,7.0,,7.0
135601,1,1,0,0,1,1,0,0,0,,,,,,
135608,4,0,4,4,0,0,0,0,4,14.0,0.0,14.0,3.5,,3.5
135628,1,1,0,0,1,1,0,0,0,,,,,,
135648,1,1,0,0,1,1,0,0,0,,,,,,
135665,11,11,0,1,10,10,0,1,0,,,,,,
135716,1,0,1,0,1,0,1,0,0,1.0,1.0,0.0,1.0,1.0,
135734,13,9,4,13,0,0,0,9,4,10.0,0.0,10.0,2.5,,2.5
135741,1,1,0,0,1,1,0,0,0,,,,,,
135772,1,1,0,1,0,0,0,1,0,,,,,,
135838,1,0,1,0,1,0,1,0,0,4.0,4.0,0.0,4.0,4.0,
135844,1,0,1,1,0,0,0,0,1,5.0,0.0,5.0,5.0,,5.0
135869,2,0,2,2,0,0,0,0,2,11.0,0.0,11.0,5.5,,5.5
135876,1,1,0,0,1,1,0,0,0,,,,,,
135879,1,0,1,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,
135925,1,1,0,1,0,0,0,1,0,,,,,,
135946,1,0,1,1,0,0,0,0,1,1.0,0.0,1.0,1.0,,1.0
135982,1,1,0,0,1,1,0,0,0,,,,,,
136003,1,0,1,0,1,0,1,0,0,5.0,5.0,0.0,5.0,5.0,
136011,1,1,0,0,1,1,0,0,0,,,,,,
136046,2,2,0,2,0,0,0,2,0,,,,,,
136119,1,1,0,1,0,0,0,1,0,,,,,,
136161,1,1,0,0,1,1,0,0,0,,,,,,
136186,1,1,0,0,1,1,0,0,0,,,,,,
136229,3,3,0,0,3,3,0,0,0,,,,,,
136248,3,3,0,3,0,0,0,3,0,,,,,,
136280,1,0,1,1,0,0,0,0,1,4.0,0.0,4.0,4.0,,4.0
136281,10,6,4,0,10,6,4,0,0,14.0,14.0,0.0,3.5,3.5,
136340,1,0,1,0,1,0,1,0,0,3.0,3.0,0.0,3.0,3.0,
136376,2,0,2,0,2,0,2,0,0,5.0,5.0,0.0,2.5,2.5,
136396,5,3,2,0,5,3,2,0,0,8.0,8.0,0.0,4.0,4.0,
136492,8,8,0,0,8,8,0,0,0,,,,,,
136563,1,1,0,0,1,1,0,0,0,,,,,,
136574,1,0,1,1,0,0,0,0,1,1.0,0.0,1.0,1.0,,1.0
136583,1,1,0,1,0,0,0,1,0,,,,,,
136585,1,1,0,1,0,0,0,1,0,,,,,,
136590,1,1,0,1,0,0,0,1,0,,,,,,
